name,chinese_rating,chinese_count,all_rating,all_count,lat,lng,zip,neighborhood,borough,city,state,is_flushing,place_id
Dim Sum Sam,4.703976436,679,4.5,2558,40.7552667,-73.9895821,10018,,Manhattan,New York,NY,FALSE,ChIJ4Tdm4l5ZwokRwxDIw60nbXE
Jiang Nan LIC,4.693548387,186,4.5,437,40.7464785,-73.9423117,11101,Long Island City,Queens,,NY,FALSE,ChIJD0wDQFpZwokRD1yp-BrV0IA
Xin La Gong Fu,4.684210526,76,4.5,210,40.7642186,-73.8282132,11354,Flushing,Queens,,NY,TRUE,ChIJ8YH6DUVhwokREosbNGI5RE8
Gao's BBQ & Crab,4.657759507,973,4.5,1790,40.7600038,-73.8274633,11354,Flushing,Queens,,NY,TRUE,ChIJwWzuH4phwokR1-It_OVi__4
Zhu Ji Dumpling House,4.657142857,35,4.5,150,40.758097,-73.8299576,11354,Flushing,Queens,,NY,TRUE,ChIJLYUA_xFgwokRxmF_hsgKE24
Da Long Yi Hot Pot,4.647773279,247,4.5,489,40.7502032,-73.9413782,11101,Long Island City,Queens,,NY,FALSE,ChIJKePvPk5ZwokRglgKdN2y-08
灶门签 Zao Men Qian Hot Pot,4.626865672,268,4.5,467,40.7505648,-73.8186762,11355,Flushing,Queens,,NY,TRUE,ChIJw4sTpCNhwokR-xGO7HTQVbY
King’s Kitchen,4.625698324,716,4.5,1497,40.7139892,-73.9936923,10002,,Manhattan,New York,NY,FALSE,ChIJG08ekihawokRIejgF_clyrU
Burp Bowl Cafe,4.622377622,143,4.5,479,40.7417818,-73.9826244,10016,,Manhattan,New York,NY,FALSE,ChIJ1cGq3glZwokR-Tj_jN2GrhM
Wah Fung No.1 Fast Food,4.613513514,370,4.5,3411,40.7173189,-73.9944649,10002,,Manhattan,New York,NY,FALSE,ChIJCZ6p_4dZwokRitXAVOk-zvs
Hainan,4.608333333,120,4.5,767,40.7606451,-73.8037556,11358,Flushing,Queens,,NY,TRUE,ChIJ86jijMhhwokRItWSGT6dpW8
Pearl Garden,4.603305785,121,4.5,338,40.786775,-73.8219694,11357,Flushing,Queens,,NY,TRUE,ChIJDQXGhL6KwokRXE-X1Y9DYwo
Xi'an Famous Foods 西安名吃 | 74th&Amsterdam UWS,4.597560976,82,4.5,468,40.7801202,-73.9801846,10023,,Manhattan,New York,NY,FALSE,ChIJN02wlIhZwokRjNAAmte4O9I
湘当有料Young and Rich NY,4.596602972,471,4.5,856,40.7618164,-73.8327435,11354,Flushing,Queens,,NY,TRUE,ChIJ75_Nga1hwokRwb_lNQgLW50
99 Favor Taste,4.594318182,880,4.5,2933,40.635497,-74.011606,11220,Sunset Park,Brooklyn,,NY,FALSE,ChIJyzOz40tFwokRl2WhNTSgazw
Tipsy Shanghai 蘇杭餐厅,4.588607595,316,4.5,957,40.7488307,-73.9761741,10016,,Manhattan,New York,NY,FALSE,ChIJ7UNgV8tZwokRM1hF8E977xA
DunHuang Lanzhou Beef Noodle,4.582746479,568,4.5,1268,40.7619076,-73.8303752,11354,Flushing,Queens,,NY,TRUE,ChIJaThBeBBgwokRPMezjTqipjs
Liu's Shanghai,4.578947368,133,4.5,560,40.6028301,-74.0038949,11214,Bath Beach,Brooklyn,,NY,FALSE,ChIJ9aGQCAtFwokReEt-jv-y8AM
JUQI,4.578767123,1168,4.5,2259,40.7602873,-73.8338664,11354,Flushing,Queens,,NY,TRUE,ChIJ67IuTYphwokRKrrfD6PvXZ4
Chuang Chef,4.571428571,7,4.5,207,40.74047,-73.853285,11368,Corona,Queens,,NY,TRUE,ChIJB0R-DNJfwokRZGXSde7p5B4
King Dumplings,4.571428571,98,4.5,1090,40.7159626,-73.9917091,10002,,Manhattan,New York,NY,FALSE,ChIJwUWtpVNbwokRFXYqGsP5tyQ
JACX&CO Food Hall,4.567164179,67,4.5,1007,40.7488559,-73.9384513,11101,Long Island City,Queens,,NY,FALSE,ChIJpRaITSRZwokRji4cRJdtswE
Simply Noodles,4.556962025,79,4.5,516,40.778836,-73.981182,10023,,Manhattan,New York,NY,FALSE,ChIJacAht4FZwokRpwfTdI-IFiw
Qing Shu Spicy Hot Pot 青蔬麻辣烫,4.53125,64,4.5,165,40.7622312,-73.7706208,11361,Bayside,Queens,,NY,TRUE,ChIJjd9qpSZhwokR3opdFFk-CCM
New Kam Po Garden,4.5,2,4.5,241,40.6578094,-74.2259572,7202,,,Elizabeth,NJ,FALSE,ChIJq-3wCbGyw4kRcEKsljCAhT8
Dairy Palace,4.5,4,4.5,386,40.611992,-74.1369568,10314,Castleton Corners,Staten Island,,NY,FALSE,ChIJj79NwTFMwokRH3JIFEqLnTY
New Tung Hing,4.5,12,4.5,456,40.66944,-74.120517,7002,Constable Hook,,Bayonne,NJ,FALSE,ChIJK1sq8_ZRwokRmRgPDrEFhRo
No pork halal kitchen,4.5,28,4.5,1677,40.6833062,-73.9793106,11217,Boerum Hill,Brooklyn,,NY,FALSE,ChIJ6VUkrq1bwokRgVyaTfBCZVU
Red Sorghum,4.498281787,291,4.5,1027,40.7485024,-73.9390416,11101,Long Island City,Queens,,NY,FALSE,ChIJe0qdh8JZwokRfU4m-WE4YpE
Mountain House Flushing 川山甲,4.487861272,865,4.5,2000,40.7592357,-73.8324624,11354,Flushing,Queens,,NY,TRUE,ChIJ2WLOZg5gwokR-ZgAQ3W-sEQ
Oh Dumplings,4.484848485,33,4.5,267,40.6876116,-73.993115,11201,Boerum Hill,Brooklyn,,NY,FALSE,ChIJd0O2A6lbwokRSTYzS3p_bkY
Shan,4.484848485,66,4.5,426,40.685206,-73.9912052,11201,Carroll Gardens,Brooklyn,,NY,FALSE,ChIJG8MBdtNbwokRxOR3oVutbPE
Alley 41 蜀巷,4.479310345,290,4.5,764,40.7591123,-73.8280121,11355,Flushing,Queens,,NY,TRUE,ChIJmQ7DvBFgwokRBNJbyDc81oI
Eight Jane,4.46835443,79,4.5,291,40.7611072,-73.8310692,11354,Flushing,Queens,,NY,TRUE,ChIJMY6fzw9gwokRX7-iYzxPwEI
Dim Sum Palace,4.46,50,4.5,150,40.7462541,-73.944159,11101,Long Island City,Queens,,NY,FALSE,ChIJP0EuaQBZwokRwp_CTTmZqLc
Shui Mei Cafe,4.459459459,37,4.5,119,40.7135385,-73.9949121,10002,,Manhattan,New York,NY,FALSE,ChIJqSOHHyZawokRCqHPbjs1IGw
CHELI MANHATTAN 浙里,4.455252918,514,4.5,1354,40.729187,-73.988711,10003,,Manhattan,New York,NY,FALSE,ChIJn7k4jxlZwokRhDkNH9383-o
Flor de Mayo,4.448275862,29,4.5,1047,40.7860702,-73.976552,10024,,Manhattan,New York,NY,FALSE,ChIJKUOZTodZwokRYsUbouBlcgA
Chubby Crab - Asian Wok & Cajun Kitchen,4.447368421,38,4.5,255,40.7172678,-73.9945561,10002,,Manhattan,New York,NY,FALSE,ChIJCZGrr2lZwokRKfo00t2YM14
Uncle Lou 快樂人,4.445,200,4.5,2463,40.7162246,-73.9992347,10013,,Manhattan,New York,NY,FALSE,ChIJSRT5b9ZbwokRYilWRG4jYaY
Lucky House Kitchen,4.444444444,9,4.5,218,40.6838143,-73.9350632,11233,Stuyvesant Heights,Brooklyn,,NY,FALSE,ChIJI8-ZCHZcwokRNQFgWugNy2w
M Shanghai,4.444444444,9,4.5,381,40.7142701,-73.9506544,11211,Williamsburg,Brooklyn,,NY,FALSE,ChIJh8YCMQ9ZwokRk51YjOjp8Uo
Caridad China,4.444444444,18,4.5,647,40.7049447,-73.9426017,11206,Southside,Brooklyn,,NY,FALSE,ChIJ21wKCPxbwokR3y7PHAhHpnc
Hong Kong Kei One,4.4375,16,4.5,271,40.5375758,-74.1505462,10308,Eltingville,Staten Island,,NY,FALSE,ChIJa37ktEtKwokRdcFKL7L2dIE
Dim Sum Palace,4.435897436,78,4.5,726,40.7485991,-73.9867614,10001,,Manhattan,New York,NY,FALSE,ChIJc2a0FwtZwokREjQkmAKTQdY
S Wan Cafe,4.428571429,119,4.5,353,40.7173167,-73.9926444,10002,,Manhattan,New York,NY,FALSE,ChIJvVCtiIdZwokRCynifPl-aa8
Ji Bei Chuan Noodles 季北川 NYC,4.423076923,104,4.5,237,40.7176023,-73.9944643,10002,,Manhattan,New York,NY,FALSE,ChIJybmhOHxZwokR7sV0EMZBE6U
Wuhan Foodie,4.415584416,77,4.5,141,40.7588367,-73.8331334,11354,Flushing,Queens,,NY,TRUE,ChIJbV7o2J9hwokRvaysBwgCWJM
Stick To My Pot,4.403846154,52,4.5,543,40.751967,-73.9912407,10001,,Manhattan,New York,NY,FALSE,ChIJCf8kYhRZwokR3ILkf5IQUlo
Decoy,4.402597403,77,4.5,458,40.7342131,-74.0065947,10014,,Manhattan,New York,NY,FALSE,ChIJI5ohrZRZwokROgkceyTyVOI
Hao Noodle,4.402555911,313,4.5,1336,40.7407336,-74.0043284,10014,,Manhattan,New York,NY,FALSE,ChIJX0Ki3AtZwokRhHVQdkDBk7o
Nangma Restaurant & Bar,4.4,15,4.5,214,40.7409359,-73.8793295,11373,Elmhurst,Queens,,NY,FALSE,ChIJs4eWfnlfwokRtrchD1lEkBw
Dunhuang,4.394117647,170,4.5,688,40.7492326,-73.977849,10016,,Manhattan,New York,NY,FALSE,ChIJPSb0duFZwokR1kKMyJ7x38E
Wenwen,4.388888889,126,4.5,642,40.7339858,-73.955158,11222,Greenpoint,Brooklyn,,NY,FALSE,ChIJmcr2IF9ZwokRr-u_-UTxju4
Jing Li,4.360824742,194,4.5,749,40.7481842,-73.9400787,11101,Long Island City,Queens,,NY,FALSE,ChIJ5dQtsxBZwokRbBdZUxaHzFE
Xi'an Famous Foods 西安名吃 | Chinatown,4.351351351,259,4.5,2177,40.7150822,-73.997342,10013,,Manhattan,New York,NY,FALSE,ChIJ4UWmVCZawokRPDcL0zB0dGs
川霸王 Szechuan House,4.340425532,47,4.5,127,40.7590679,-73.827993,11355,Flushing,Queens,,NY,TRUE,ChIJg2OK2dBhwokRWP_txqWTV4M
Jiang's Kitchen 疆湖 - Halal Chinese Food,4.310344828,58,4.5,602,40.7281888,-73.9860631,10003,,Manhattan,New York,NY,FALSE,ChIJgyWQFk1ZwokR4m7T_hNLDFI
West New Malaysia,4.305263158,95,4.5,524,40.71548,-73.9983019,10013,,Manhattan,New York,NY,FALSE,ChIJ96ZaW9RZwokR_9w0VNf-5lw
Milu,4.287878788,66,4.5,450,40.7411441,-73.9854761,10010,,Manhattan,New York,NY,FALSE,ChIJ18lBUP9ZwokRhI6Fm_c-dYE
Lucky Star,4.272727273,11,4.5,395,40.8325253,-73.859526,10472,East Bronx,The Bronx,,NY,FALSE,ChIJHZetSsH0wokRSo9x8XlcPwk
Main Noodle House,4.263157895,57,4.5,988,40.7521738,-73.9864314,10018,,Manhattan,New York,NY,FALSE,ChIJU1cPR2FZwokR9w8VUXER1gc
MáLà Project Greenpoint,4.25,24,4.5,265,40.7231966,-73.9506953,11222,Greenpoint,Brooklyn,,NY,FALSE,ChIJlc0Qm1xZwokRREsqzm8pGg0
Spicy Village,4.229411765,170,4.5,1521,40.7170028,-73.9934222,10002,,Manhattan,New York,NY,FALSE,ChIJt8rEHyhawokR5iJZu_Em_g4
Shanghai 21,4.21182266,203,4.5,3407,40.7144148,-73.9989026,10013,,Manhattan,New York,NY,FALSE,ChIJTVG07iZawokRq9rPs7ib8bY
Kai Feng Fu Dumpling House,4.158878505,214,4.5,1009,40.6419716,-74.0023612,11220,Sunset Park,Brooklyn,,NY,FALSE,ChIJG1_qo8tawokRjoeyM60U_Lg
Xi'an Famous Foods 西安名吃 | Financial District,4.141843972,141,4.5,1039,40.7091987,-74.0092858,10038,,Manhattan,New York,NY,FALSE,ChIJr_kSP5hbwokRCD6pIF3py5c
Petite Dumpling,4.133333333,15,4.5,194,40.6744114,-73.9822578,11215,Park Slope,Brooklyn,,NY,FALSE,ChIJ4-IVVENbwokRCB-6SOq3hvE
Joe's Home of Soup Dumplings,4.079365079,126,4.5,1256,40.757161,-73.9772507,10017,,Manhattan,New York,NY,FALSE,ChIJte11-otZwokRe9hwGk12QkU
Xi'an Famous Foods 西安名吃 | Downtown Brooklyn,4.075757576,66,4.5,513,40.6920818,-73.9866989,11201,Downtown Brooklyn,Brooklyn,,NY,FALSE,ChIJ1dGOCIRbwokRJS_ppm2DgCo
Kung Fu,4.066666667,15,4.5,224,40.6017251,-74.002313,11214,Bath Beach,Brooklyn,,NY,FALSE,ChIJ-S1iSQpFwokRm2pgE4kQK9o
China Glatt,4,10,4.5,1119,40.63746,-73.9893864,11219,Borough Park,Brooklyn,,NY,FALSE,ChIJAXQOU9NawokR0QPQ1nvCy2k
Kings Co Imperial,3.958333333,24,4.5,934,40.715211,-73.951022,11211,Williamsburg,Brooklyn,,NY,FALSE,ChIJkXTZdllZwokRVFI-NxcdIa4
Sei Less,3.952380952,21,4.5,1854,40.7532237,-73.9884189,10018,,Manhattan,New York,NY,FALSE,ChIJC_y1g6tZwokR5HzqjKOPL3M
Chan's,3.833333333,6,4.5,366,40.6597941,-74.1985792,7201,Elizabethport,,Elizabeth,NJ,FALSE,ChIJvTrhXVxNwokRrDYzaf0yI1c
East Wind Snack Shop,3.833333333,18,4.5,406,40.6640317,-73.9836983,11215,Park Slope,Brooklyn,,NY,FALSE,ChIJtVuOhx5bwokR14FF8JEG6j8
Kings Co Imperial LES,3.555555556,9,4.5,370,40.7179416,-73.9854156,10002,,Manhattan,New York,NY,FALSE,ChIJwbkWUIBZwokRwSYfO3yTCqk
WOK IN THE CLOUDS,3.4,5,4.5,372,40.742965,-73.9827576,10016,,Manhattan,New York,NY,FALSE,ChIJi0SOSF1ZwokRm5r1egtKNaE
Good Chinese Kitchen,3.333333333,6,4.5,279,40.8071565,-74.0174501,7047,,,North Bergen,NJ,FALSE,ChIJlwvzc-X3wokR9pDnNzjDPhk
Kee Wong,0,0,4.5,128,40.853956,-73.8996065,10457,Fordham Heights,The Bronx,,NY,FALSE,ChIJg_3_i3r0wokRtFG37L-NY3E
Yummy City,5,2,4.4,185,40.7880204,-73.9492087,10029,,Manhattan,New York,NY,FALSE,ChIJlRWJx6dYwokRIRei4zXdXK4
Six Happiness,5,2,4.4,214,40.8405835,-73.8294863,10461,Pelham Bay,The Bronx,,NY,FALSE,ChIJlYxjXUWLwokR2mQy4Wu5m1s
Ming Wong,5,3,4.4,216,40.8539561,-73.908729,10453,University Heights,The Bronx,,NY,FALSE,ChIJaexjZXL0wokRCFekTGE__Mk
Jimmy Best Chinese,5,3,4.4,376,40.883891,-73.8330495,10475,East Bronx,The Bronx,,NY,FALSE,ChIJsUBl7dCMwokRf1QSCKZecHY
Empire Szechuan Garden,5,4,4.4,152,40.7436611,-73.9187827,11104,Sunnyside,Queens,,NY,FALSE,ChIJ4dsl1NhewokR6w8yMyKiwQI
China Garden,5,6,4.4,133,40.7033261,-73.9215394,11237,Bushwick,Brooklyn,,NY,FALSE,ChIJJYGG9BxcwokR44dkDC0WHsc
Kai-Ying,4.894736842,19,4.4,170,40.7824914,-73.8457824,11356,Flushing,Queens,,NY,TRUE,ChIJbxbgTFL1wokR0X9IdD8Ty6g
Taste of China,4.875,8,4.4,308,40.7571989,-73.9147293,11103,Astoria,Queens,,NY,FALSE,ChIJuV8vBT1fwokRuQnKRfujxwQ
CHINA WOK CARTERET,4.833333333,6,4.4,118,40.5876969,-74.2272716,7008,,,Carteret,NJ,FALSE,ChIJS_V6LGK1w4kR9lSSWFM898U
Double,4.8,5,4.4,252,40.7421669,-73.854548,11368,Corona,Queens,,NY,TRUE,ChIJRSf_Ds5fwokRZqTrUKpGcDI
Hillside Kitchen,4.75,4,4.4,351,40.6951775,-74.2160367,7205,,,Hillside,NJ,FALSE,ChIJSX6r7sxSwokRzxkbJ633UN0
Dim Sum Bloom Manhattan 98st,4.709677419,31,4.4,213,40.7957582,-73.97059,10025,,Manhattan,New York,NY,FALSE,ChIJA_lAtEX3wokRxOLSUI6Br-0
Forever Taste,4.709677419,31,4.4,190,40.7130614,-73.9899373,10002,,Manhattan,New York,NY,FALSE,ChIJXbqtaSlawokRbAFobgotC_k
Grand Sichuan,4.708333333,48,4.4,428,40.7270619,-73.854812,11374,Rego Park,Queens,,NY,FALSE,ChIJPXYGCTBewokRzq6g-oWUrOM
Zhongzhong Noodles - Bronx,4.703703704,27,4.4,268,40.8566148,-73.8841991,10458,Belmont,The Bronx,,NY,FALSE,ChIJPd2_lDn1wokRftkdjmFPuwY
草堂 Caotang New Sichuan Cuisine,4.692307692,26,4.4,193,40.773394,-73.9558204,10075,,Manhattan,New York,NY,FALSE,ChIJ59w0Hb9YwokRatBABWUN8cg
Bell Garden,4.6875,48,4.4,283,40.7647156,-73.7712071,11361,Flushing,Queens,,NY,TRUE,ChIJVwe8rAqKwokRsqaMpYYvEwo
Jun Lung,4.666666667,3,4.4,190,40.7927554,-74.0211254,7047,,,North Bergen,NJ,FALSE,ChIJBSPnqgVYwokRtf2KMZKVY3k
Hibachi Express,4.666666667,12,4.4,120,40.7295,-73.9787559,10009,,Manhattan,New York,NY,FALSE,ChIJnQEqn3ZZwokRJCW8GLqu2PA
小頸 皇爺雞 Royal Rooster hotpot,4.658536585,41,4.4,113,40.7710525,-73.7354817,11362,Little Neck,Queens,,NY,TRUE,ChIJ-Vvkv_OJwokRSVUlDlu5VFo
Moon Kee Restaurant,4.64516129,62,4.4,289,40.7973721,-73.9694833,10025,,Manhattan,New York,NY,FALSE,ChIJMepninf3wokRWULnnSKXiaw
New Chinatown Restaurant and Bar | Asian Fusion | Chinese and Thai Food,4.636363636,44,4.4,540,40.7828576,-73.9512593,10128,,Manhattan,New York,NY,FALSE,ChIJVQo6V6RYwokR44gJvaeMUgA
Wong Kwong Hop,4.575,40,4.4,107,40.7355385,-73.8814826,11373,Elmhurst,Queens,,NY,FALSE,ChIJ-88-YFFewokR0bdo-wVMy5A
Oriental Palace Kitchen,4.571428571,7,4.4,461,40.575,-73.9969444,11224,Coney Island,Brooklyn,,NY,FALSE,ChIJobyFZ8ZFwokRWZih62KN73M
Hardee,4.555555556,9,4.4,255,40.6793668,-73.9108828,11233,Ocean Hill,Brooklyn,,NY,FALSE,ChIJn4qfoPpdwokRWkJlWq32tZE
Fansway Teriyaki Kitchen,4.555555556,9,4.4,310,40.6992859,-73.915227,11237,Bushwick,Brooklyn,,NY,FALSE,ChIJyTRk7_pdwokRBgb78Ej-VHU
Annie's Kitchen | Kosher Chinese Food 11367 | Sushi 11367,4.555555556,9,4.4,374,40.7259524,-73.8217926,11367,Flushing,Queens,,NY,TRUE,ChIJx800Z4xgwokRS0Xlox2RJDE
May Wah Fast Food,4.527559055,127,4.4,547,40.7181865,-73.9984559,10013,,Manhattan,New York,NY,FALSE,ChIJhSzQ2olZwokRIKu6zVX7_MA
La Dinastia,4.52,25,4.4,816,40.7782423,-73.9803221,10023,,Manhattan,New York,NY,FALSE,ChIJH8NrrL1ZwokRSbBBoP6T8No
The Corner Chinese Restaurant,4.52,25,4.4,416,40.7620099,-73.9896808,10036,,Manhattan,New York,NY,FALSE,ChIJiZBX0X9ZwokRgzMHGknAlPs
Spice Symphony,4.512820513,39,4.4,2066,40.7559053,-73.9715702,10022,,Manhattan,New York,NY,FALSE,ChIJR1cYdAhZwokRvUA0rSAV9rY
Vybes 109 / New York Vybes,4.511627907,43,4.4,275,40.7175697,-73.9986357,10013,,Manhattan,New York,NY,FALSE,ChIJiXKVn_NbwokRCiYO8lkcOc4
Lin's Garden Chinese Restaurant,4.5,2,4.4,148,40.654904,-74.2776353,7203,,,Roselle,NJ,FALSE,ChIJMeslJUOyw4kRLcavJW0PX6g
Island Garden,4.5,6,4.4,236,40.6349042,-74.1098855,10310,Randall Manor,Staten Island,,NY,FALSE,ChIJx-Mx0hJOwokRolyGe7UVMEU
Long Spring Garden,4.5,14,4.4,120,40.7458791,-73.9019416,11377,Woodside,Queens,,NY,FALSE,ChIJqZ4FIR1fwokRmpT2CcwZSh8
Joe's Steam Rice Roll,4.5,50,4.4,370,40.7840773,-73.9778875,10024,,Manhattan,New York,NY,FALSE,ChIJI-Mu1RJZwokRGfSr5_9Ynf4
Spicy Moon West Village,4.490566038,53,4.4,1388,40.7293583,-73.9983012,10012,,Manhattan,New York,NY,FALSE,ChIJZRP3DW9ZwokR6NnJ9PaMZxI
Flor de Mayo Restaurant,4.489795918,49,4.4,3014,40.7978438,-73.9699242,10025,,Manhattan,New York,NY,FALSE,ChIJccb94CX2wokRETIajBqC4tE
Le Sia,4.488636364,264,4.4,645,40.7607527,-73.9912784,10036,,Manhattan,New York,NY,FALSE,ChIJq2WjhLVZwokRBNFohweL-NA
Kai,4.466666667,15,4.4,851,40.8435206,-73.845729,10461,Westchester Square,The Bronx,,NY,FALSE,ChIJr1HDcbL0wokRNq48IEGw_e0
Asian Bowl,4.461538462,39,4.4,333,40.7266949,-73.851804,11375,Forest Hills,Queens,,NY,FALSE,ChIJe-T4iC9ewokRRPYhdEdYBd4
大喜川菜馆 DAXI Sichuan cuisine,4.4536862,529,4.4,943,40.7593211,-73.8290528,11354,Flushing,Queens,,NY,TRUE,ChIJPwLjwxFgwokRLQrZ9mQpa9E
Happy Stony Noodle,4.414141414,99,4.4,310,40.7404949,-73.8796662,11373,Elmhurst,Queens,,NY,FALSE,ChIJ1cidLa1fwokRGrP3f4m-Q_U
King's Kitchen,4.411971831,568,4.4,1175,40.6394525,-74.0052655,11220,Sunset Park,Brooklyn,,NY,FALSE,ChIJlWkFSzVFwokRFjOa9rTAboc
Funny BBQ 98 聚点串吧,4.409356725,513,4.4,1239,40.717726,-73.995532,10013,,Manhattan,New York,NY,FALSE,ChIJxxlIG4hZwokRVF5TD7c4rMg
E Noodle Chinatown,4.409090909,88,4.4,349,40.7138196,-73.9972913,10038,,Manhattan,New York,NY,FALSE,ChIJCfeBXSZawokRflkssoi4QLc
Xifu Food,4.40625,64,4.4,450,40.6879682,-73.9820456,11217,Downtown Brooklyn,Brooklyn,,NY,FALSE,ChIJnfPo2LJbwokRH5lYnrAKFlg
Hardee Chinese & American Cusine,4.4,5,4.4,311,40.6619151,-73.9153639,11212,Brownsville,Brooklyn,,NY,FALSE,ChIJM8GreYtcwokR66QEq9-4220
Great East,4.4,20,4.4,137,40.7715061,-73.8269063,11354,Flushing,Queens,,NY,TRUE,ChIJXwo_nB1gwokRwIfLeac4STQ
"Junzi Kitchen 君子食堂哥大店 Columbia University, New York NY｜ Healthy Authentic Chinese",4.4,105,4.4,541,40.8058205,-73.9651586,10025,,Manhattan,New York,NY,FALSE,ChIJ92N9DDz2wokR38VWvxg3qrE
Shanghai Time,4.4,185,4.4,561,40.7546846,-73.9911064,10018,,Manhattan,New York,NY,FALSE,ChIJXfXzrctZwokRtjF_Ln_dDW0
Golden Woks,4.375,8,4.4,324,40.7328435,-74.0083943,10014,,Manhattan,New York,NY,FALSE,ChIJ_4KXlOxZwokRSgd0gwQWrZw
HKS Kitchen港餐飽,4.36,100,4.4,385,40.5942815,-74.098692,10304,Dongan Hills,Staten Island,,NY,FALSE,ChIJ6wiHlupOwokR7v4CzlBucy0
Fu Yuan,4.355932203,59,4.4,184,40.7595448,-73.8306069,11354,Flushing,Queens,,NY,TRUE,ChIJfQvyIw5gwokRYrRfuRZrDCQ
The Tang,4.3515625,128,4.4,456,40.7999805,-73.9663666,10025,,Manhattan,New York,NY,FALSE,ChIJF-agVLv3wokRLDjAuogLDjs
The Dolar Shop Hot Pot Manhattan,4.350993377,151,4.4,546,40.7310965,-73.9885079,10003,,Manhattan,New York,NY,FALSE,ChIJaVSb2EBZwokRJMIsBasdHpg
LaoJie,4.346153846,390,4.4,1274,40.6393767,-74.0048917,11220,Sunset Park,Brooklyn,,NY,FALSE,ChIJjVgINTVFwokRmOGk7qg8QdU
Little Alley,4.32173913,230,4.4,930,40.7474165,-73.9772212,10016,,Manhattan,New York,NY,FALSE,ChIJN4jAggZZwokRQ38qpXSjGGQ
Birds of a Feather,4.310344828,145,4.4,1527,40.7143448,-73.9605077,11211,Williamsburg,Brooklyn,,NY,FALSE,ChIJhzzIZWBZwokRPp4llFHtQzs
LaoJie Hotpot,4.306532663,199,4.4,677,40.6001916,-73.9913113,11214,,Brooklyn,,NY,FALSE,ChIJb2D-tW9FwokRFys7ZCOF35c
Bites of Xi'an 84 西府小吃,4.305263158,95,4.4,301,40.7308664,-73.9899472,10003,,Manhattan,New York,NY,FALSE,ChIJlaTtfdpZwokRBLB6fkd2q-U
Dim Sum Palace,4.303738318,214,4.4,2623,40.7601962,-73.9893445,10036,,Manhattan,New York,NY,FALSE,ChIJg5jn8FNYwokRwH-IWxB2gb8
Kong Sihk Tong,4.299748111,397,4.4,1296,40.7153773,-73.9981397,10013,,Manhattan,New York,NY,FALSE,ChIJ1V_Xi5hbwokRV7A_UcnBKZU
"Happy Lamb Hot Pot, Flushing 快乐小羊",4.298507463,402,4.4,1714,40.762194,-73.828995,11354,Flushing,Queens,,NY,TRUE,ChIJr8LVDRBgwokRyDh0PHv1Uik
Lao Bei Fang Dumpling House,4.294444444,180,4.4,870,40.7411151,-73.8797775,11373,Elmhurst,Queens,,NY,FALSE,ChIJ_yd-Jq1fwokRfBaaRGQbTz8
Blue Willow 夜来湘,4.291105121,371,4.4,1884,40.762918,-73.9765271,10019,,Manhattan,New York,NY,FALSE,ChIJDd3F0b1ZwokRhggZGhI4Ygg
Wei’s - Williamsburg,4.28,25,4.4,551,40.7108557,-73.9540336,11211,Williamsburg,Brooklyn,,NY,FALSE,ChIJz0Zr7uFbwokRUEaBTtosr24
Peking Duck Sandwich Stall,4.274509804,51,4.4,331,40.7588954,-73.8304746,11354,Flushing,Queens,,NY,TRUE,ChIJkTzcGg5gwokROMp_h4wWvF8
[Takeout & Delivery ONLY] Xi'an Famous Foods 西安名吃@PICNIC | Times Square,4.252475248,202,4.4,1382,40.759641,-73.987011,10036,,Manhattan,New York,NY,FALSE,ChIJ61oSzalZwokRRjKZ_4Wh0_U
May Chun Garden,4.25,8,4.4,149,40.7471916,-73.8683178,11368,Flushing,Queens,,NY,TRUE,ChIJeaMDobdfwokRU9wSHV6BmiM
Chino Grande,4.235294118,17,4.4,240,40.7135717,-73.9585067,11211,Williamsburg,Brooklyn,,NY,FALSE,ChIJn2Dw_ctZwokR2D6QhavjGmM
GOLDEN WUISH (THE DUCKHOUSE),4.228571429,70,4.4,475,40.7075023,-74.0067317,10038,,Manhattan,New York,NY,FALSE,ChIJWTpRmOFbwokRsLumvic0iY4
Tonii's Fresh Rice Noodle,4.206896552,58,4.4,331,40.7156143,-73.998962,10013,,Manhattan,New York,NY,FALSE,ChIJk08Jp7NbwokRvn8njWu2MAM
Joe’s Steam Rice Roll,4.203791469,211,4.4,839,40.7595979,-73.8291627,11354,Flushing,Queens,,NY,TRUE,ChIJW4wPyxFgwokRpnSXQ3iZDDw
John Garden,4.2,5,4.4,121,40.6771018,-73.9499733,11216,Crown Heights,Brooklyn,,NY,FALSE,ChIJLXXxcZtbwokRzXMiNTf9e60
Jade,4.2,5,4.4,162,40.7080181,-73.8307213,11415,Kew Gardens,Queens,,NY,FALSE,ChIJif3vr6RgwokR_EfGjDCaxxk
HUPO琥珀 | Best Szechuan Food in LIC,4.18556701,97,4.4,540,40.7427366,-73.953636,11101,Long Island City,Queens,,NY,FALSE,ChIJkzwxb_VZwokRCQbOg1hggOw
Mei Lai Wah,4.183486239,327,4.4,3592,40.7151726,-73.9989063,10013,,Manhattan,New York,NY,FALSE,ChIJM3elBidawokRJKPC55N6pQI
Grandma's Home 外婆家,4.168224299,107,4.4,387,40.7418412,-73.9928814,10010,,Manhattan,New York,NY,FALSE,ChIJG6UKFLRZwokR0zfgsrYFJCA
