name,chinese_rating,chinese_count,all_rating,all_count,lat,lng,zip,neighborhood,borough,city,state,is_flushing,place_id
Taiwan Pork Chop House,4.162650602,166,4.4,575,40.7142947,-73.9980483,10013,,Manhattan,New York,NY,FALSE,ChIJzaUdIOpbwokRgrVeM4cBDOI
Wo Hop,4.155555556,90,4.4,4343,40.7142762,-73.998921,10013,,Manhattan,New York,NY,FALSE,ChIJBfjMbPJbwokRrcQD5YX1LEI
Legend of Taste,4.153846154,39,4.4,371,40.779595,-73.794179,11357,Whitestone,Queens,,NY,TRUE,ChIJRUDshWKKwokRKEDd6H2RAmE
Hardee on Utica,4.125,8,4.4,571,40.6716898,-73.9306544,11213,Crown Heights,Brooklyn,,NY,FALSE,ChIJTwgnmX5cwokRiZyZHgI4T6M
Shanghai Zhen Gong Fu,4.054794521,73,4.4,469,40.7361933,-73.8774572,11373,Elmhurst,Queens,,NY,FALSE,ChIJOW_OC1JewokRDyZd5ag8jOc
Tasty Hand - Pulled Noodles,4.045045045,111,4.4,1445,40.7142425,-73.9978903,10013,,Manhattan,New York,NY,FALSE,ChIJmZTuWtBbwokRWxbraRwj8xA
MáLà Project,4.042918455,233,4.4,1410,40.7271443,-73.9854189,10009,,Manhattan,New York,NY,FALSE,ChIJM2NCGJ1ZwokRA2nCkZcz08g
Wa Jeal,4,19,4.4,288,40.7754335,-73.9532956,10028,,Manhattan,New York,NY,FALSE,ChIJa4KK_LtYwokRXcEb5Yrs0JQ
Chinese Tuxedo,3.968253968,63,4.4,1210,40.7143302,-73.9980357,10013,,Manhattan,New York,NY,FALSE,ChIJyW-u9iZawokRY1sHXGzZHGI
Yiwanmen,3.943089431,123,4.4,444,40.7192998,-73.9962842,10013,,Manhattan,New York,NY,FALSE,ChIJP2WrQohZwokR0bI_d6vJlmw
RedFarm,3.860465116,43,4.4,1058,40.7820674,-73.9805501,10024,,Manhattan,New York,NY,FALSE,ChIJ50n4UohYwokRLrnKpXxjuFE
Pacific Kitchen,3.8,10,4.4,142,40.547554,-74.158003,10308,Great Kills,Staten Island,,NY,FALSE,ChIJublB87FLwokRsbuC2k0zSD0
Kung Fu Kitchen,3.791044776,201,4.4,1844,40.7555531,-73.9906529,10018,,Manhattan,New York,NY,FALSE,ChIJ2_UcxqxZwokRf5dbeh2oSe8
Wo Hop Next Door,3.740740741,54,4.4,1066,40.7142173,-73.998918,10013,,Manhattan,New York,NY,FALSE,ChIJ_2GkXcdbwokR07cBLmAz1ok
New Hardee,3.666666667,6,4.4,576,40.6924941,-73.9430268,11221,Bedford-Stuyvesant,Brooklyn,,NY,FALSE,ChIJ21XFdfNbwokRhquJbNPv760
New Chinese Fried Chicken,3,2,4.4,151,40.8167118,-73.8866587,10474,Hunts Point,The Bronx,,NY,FALSE,ChIJIz6V5gD1wokRG4h_eQnQlNk
Lucky,0,0,4.4,125,40.8513194,-73.8883037,10457,Belmont,The Bronx,,NY,FALSE,ChIJqZ348of0wokRsNSeCdamjiQ
Foohing Kitchen,0,0,4.4,119,40.81359,-73.9220428,10454,Mott Haven,The Bronx,,NY,FALSE,ChIJr9HJGsX1wokRJlU7NJLRh-k
China House,5,1,4.3,138,40.6901012,-73.8406922,11416,Ozone Park,Queens,,NY,FALSE,ChIJ4QQKClZnwokRhwR_mW42Cz0
House of Chen,5,1,4.3,116,40.6569456,-73.9283171,11203,East Flatbush,Brooklyn,,NY,FALSE,ChIJQ0vNFZtcwokRdxjF5QX5fZk
China Cocina,5,1,4.3,220,40.7494361,-73.8624116,11368,Corona,Queens,,NY,TRUE,ChIJZZe_TMZfwokRJIYa8VelmEA
China Tasty,5,1,4.3,144,40.6612968,-74.2678981,7204,,,Roselle Park,NJ,FALSE,ChIJzcevEFuzw4kRHkdYRUf320M
King River,5,2,4.3,116,40.7589986,-73.8872257,11370,East Elmhurst,Queens,,NY,FALSE,ChIJlyGSXqBfwokRrMz2pEAbAWY
Baji Baji,5,3,4.3,265,40.7281643,-73.9852007,10003,,Manhattan,New York,NY,FALSE,ChIJC6z-ENlZwokRQL-J6xczEBw
Lee's Restaurant,5,4,4.3,125,40.8549843,-73.8866604,10458,Little Italy,The Bronx,,NY,FALSE,ChIJe9OgMof0wokRiH-GWsXczLE
Lucky House,5,4,4.3,159,40.8401115,-73.8753189,10460,East Bronx,The Bronx,,NY,FALSE,ChIJf6qb7pL0wokRQPFtpqP9168
Empire King,5,6,4.3,123,40.8323837,-73.898194,10456,Morrisania,The Bronx,,NY,FALSE,ChIJH8V5hVr0wokR2pp7ssfco7I
Yummy Chinese Food,5,7,4.3,203,40.6643067,-73.9508759,11225,Crown Heights,Brooklyn,,NY,FALSE,ChIJY4DaAXFbwokRmTMfblxHDds
New King House,5,8,4.3,135,40.752027,-73.855417,11368,Flushing,Queens,,NY,TRUE,ChIJsfw4YcNfwokRv6Vq9xqTPlA
Jumbo Chinese Kitchen,4.8,5,4.3,141,40.6977923,-73.8353874,11418,Jamaica,Queens,,NY,FALSE,ChIJo0w5cKxgwokR1f-N31Lhz10
Mr. Wonton,4.75,8,4.3,187,40.6919658,-73.8639107,11421,Jamaica,Queens,,NY,FALSE,ChIJi33SbOddwokRqFBwLfR2XCs
New Panda,4.75,12,4.3,124,40.7174455,-73.8568154,11375,Forest Hills,Queens,,NY,FALSE,ChIJ2bX3gz1ewokR30NVASR11jE
Annie's First Wok,4.714285714,7,4.3,133,40.7015751,-73.9845356,11201,Downtown Brooklyn,Brooklyn,,NY,FALSE,ChIJK7jIZzNawokRPXi-cr2v-qY
New Lin's Kitchen,4.714285714,7,4.3,152,40.7505481,-73.8949029,11372,Jackson Heights,Queens,,NY,FALSE,ChIJ91q22QVfwokRT-nqOOCzhZ4
C & Y,4.692307692,13,4.3,210,40.6704306,-73.9849675,11215,Park Slope,Brooklyn,,NY,FALSE,ChIJX5TKxf1awokRpPiDPBhb7hw
Empire Kitchen,4.666666667,3,4.3,210,40.6721641,-73.9250803,11233,Crown Heights,Brooklyn,,NY,FALSE,ChIJ4bq6unxcwokRtz9vorClTfM
China Cafe,4.666666667,3,4.3,433,40.5604734,-74.3096746,8830,Iselin,,Woodbridge Township,NJ,FALSE,ChIJ9-oN_g-msYkRC24BBkb4I2I
New Cottage,4.666666667,12,4.3,239,40.7831776,-73.9807992,10024,,Manhattan,New York,NY,FALSE,ChIJE0mskuxZwokRR-9pgHWp1Ik
Taste of China,4.6,10,4.3,259,40.6347926,-74.0232195,11220,Bay Ridge,Brooklyn,,NY,FALSE,ChIJuW0_J1FFwokRfucOwTHpVq4
Dao Palate,4.6,10,4.3,247,40.6779724,-73.9727187,11217,Prospect Heights,Brooklyn,,NY,FALSE,ChIJAftQ7KhbwokRi7mkB0p7TrM
Lin’s Asian Cuisine,4.571428571,7,4.3,226,40.8427071,-73.8537226,10462,Westchester Square,The Bronx,,NY,FALSE,ChIJOWedJCH1wokRZ6GIUwx53tU
Wok 88,4.5625,32,4.3,1057,40.7803949,-73.95318,10128,,Manhattan,New York,NY,FALSE,ChIJwTaaU7tYwokR7o8KpdB3yOI
Fairview Chinese Restaurant,4.555555556,9,4.3,194,40.8106552,-74.0011006,7022,,,Fairview,NJ,FALSE,ChIJ-z_sjMP3wokRzSlfEDXgEuU
New Yummy Chinese Restaurant‎,4.555555556,9,4.3,139,40.7795036,-74.0174801,7087,,,Union City,NJ,FALSE,ChIJq19LLT1YwokR7C2yz4Ye7PQ
Authentic Szechuan,4.533333333,15,4.3,128,40.6711724,-73.9848757,11215,Park Slope,Brooklyn,,NY,FALSE,ChIJ3z2VcGVbwokROnRUgABFgeU
DunHuang Miss Noodles,4.5,84,4.3,293,40.6939599,-73.9634659,11205,Clinton Hill,Brooklyn,,NY,FALSE,ChIJk2jlk8BbwokRUmgH7GEAmbg
Szechuan Opera,4.430656934,137,4.3,266,40.7591042,-73.8322097,11354,Flushing,Queens,,NY,TRUE,ChIJTbMI_r9hwokRUvaCSNw9Bbw
Bund Dumpling House,4.421052632,38,4.3,417,40.7631597,-73.9282292,11106,Astoria,Queens,,NY,FALSE,ChIJ11vP79RfwokROtPouzSpSIE
Yi Min,4.416666667,12,4.3,134,40.643161,-73.990078,11218,Borough Park,Brooklyn,,NY,FALSE,ChIJde6hQ9FawokRgptEkIP0kcc
Empire Wok - Chinese Asian Western Fusion Cuisine Food Restaurant Bronx New York,4.375,8,4.3,1075,40.8327908,-73.8508887,10462,East Bronx,The Bronx,,NY,FALSE,ChIJqy8NVMj0wokRu3gSVfZE7ro
Queens Seafood Restaurant,4.368421053,38,4.3,223,40.7416105,-73.8820951,11373,Elmhurst,Queens,,NY,FALSE,ChIJvSW9pKxfwokRA6hK5W2kJbA
MR.BUN,4.355140187,107,4.3,422,40.6037298,-73.997299,11214,Bath Beach,Brooklyn,,NY,FALSE,ChIJhTHlov5FwokRuTpqSFpAGd0
China New Star,4.333333333,30,4.3,1116,40.6160023,-73.929836,11234,Marine Park,Brooklyn,,NY,FALSE,ChIJq0cm11tDwokR7HXTG-gxxyY
Dimsum Garden,4.322033898,59,4.3,415,40.7498297,-73.9775282,10016,,Manhattan,New York,NY,FALSE,ChIJcc5gZz9ZwokRNBmoxhdg0jo
River House,4.307692308,13,4.3,384,40.8185542,-73.9771016,7020,,,Edgewater,NJ,FALSE,ChIJYVONqU72wokR2MZU0MzkX7s
Hay Hay Roasted,4.303278689,122,4.3,600,40.7165791,-73.9980362,10013,,Manhattan,New York,NY,FALSE,ChIJx4JpAElbwokRL_b58dFiwtQ
Ping’s,4.301115242,269,4.3,1709,40.714422,-73.998584,10013,,Manhattan,New York,NY,FALSE,ChIJA6Cf7iZawokRhqozCeR3RmI
Xi'an Famous Foods 西安名吃 | Tangram Flushing,4.28358209,67,4.3,178,40.7596174,-73.8331732,11354,Flushing,Queens,,NY,TRUE,ChIJVePn8w5gwokRycLcg4MskL8
Ten Seconds Yunnan Rice Noodle,4.28125,160,4.3,417,40.6038437,-73.9966832,11214,Bensonhurst,Brooklyn,,NY,FALSE,ChIJu7d2xApFwokRoB64L3Xzve0
The Original Buddha Bodai Kosher Vegetarian Restaurant 佛菩提,4.274074074,135,4.3,2239,40.7138868,-73.9987982,10013,,Manhattan,New York,NY,FALSE,ChIJw3YulCZawokRGh4ZyOycnic
Goody,4.266666667,15,4.3,130,40.6426465,-74.0095179,11220,Sunset Park,Brooklyn,,NY,FALSE,ChIJh4SdVbRawokRL63bXLCy_0A
Szechuan Gourmet,4.26007326,273,4.3,1071,40.7523476,-73.9835595,10018,,Manhattan,New York,NY,FALSE,ChIJhYJ4e6pZwokR518xrzkUaqw
Min Du Sheng Yan 闽都盛宴,4.257142857,70,4.3,122,40.762165,-73.832863,11354,Flushing,Queens,,NY,TRUE,ChIJNwopu9ZhwokRAFvBKBVhArU
ChiMaMa's Noodle House,4.25,140,4.3,370,40.7592752,-73.7684546,11361,Bayside,Queens,,NY,TRUE,ChIJHdL_BydhwokRu82qH7b70vE
Silky Kitchen,4.248275862,145,4.3,394,40.7098478,-74.009123,10038,,Manhattan,New York,NY,FALSE,ChIJ01b26qFZwokRrlykWwvbTNY
Dim Sum Palace,4.248062016,129,4.3,817,40.7139743,-73.996116,10002,,Manhattan,New York,NY,FALSE,ChIJm6U7h4VbwokRGhi7qBdh2Yg
Wok Wok Noodle House,4.242038217,157,4.3,1029,40.7140559,-73.9988387,10013,,Manhattan,New York,NY,FALSE,ChIJ___DlCZawokRHb_wCTtIQPQ
Sabrosura 2,4.235294118,17,4.3,2247,40.8318192,-73.8658852,10472,East Bronx,The Bronx,,NY,FALSE,ChIJ2ekR-en0wokRZp4LFKEtCGM
Fan Fried Rice Bar,4.233333333,30,4.3,191,40.7126801,-73.9607418,11211,Williamsburg,Brooklyn,,NY,FALSE,ChIJdwwvwgJZwokRvT7Hy5ufEso
Dim Sum Palace,4.227642276,123,4.3,1083,40.762758,-73.976091,10019,,Manhattan,New York,NY,FALSE,ChIJTyNpIfpYwokRcssjMXnap50
Happy Wok,4.222222222,9,4.3,147,40.672579,-73.9574535,11238,Crown Heights,Brooklyn,,NY,FALSE,ChIJY9uu2Z9bwokRQavcVV1gMRE
Xi'an Famous Foods 西安名吃 | Court Square LIC,4.217821782,101,4.3,569,40.7475605,-73.9417915,11101,Long Island City,Queens,,NY,FALSE,ChIJ6Ua-Z_RZwokRpZrgJ0f5VK8
"Nan Xiang Express - Forest Hills, NY",4.210526316,19,4.3,149,40.7212769,-73.8446172,11375,Forest Hills,Queens,,NY,FALSE,ChIJVdFFun9fwokRiFKEIUS_jno
East Harbor Seafood Palace,4.208633094,417,4.3,2128,40.6335359,-74.0143293,11220,Dyker Heights,Brooklyn,,NY,FALSE,ChIJZVJwHU9FwokRBuD4swvPWjY
Maxi's Noodle,4.198895028,181,4.3,765,40.7604661,-73.8322359,11354,Flushing,Queens,,NY,TRUE,ChIJl6PN951hwokRsN4kn0ZU0po
Taipei Hong,4.196428571,56,4.3,166,40.7602681,-73.8282233,11354,Flushing,Queens,,NY,TRUE,ChIJhemqTRBgwokR4EanRlfoNbQ
A-Jiao,4.189189189,37,4.3,216,40.7831138,-73.9481521,10128,,Manhattan,New York,NY,FALSE,ChIJO_iVjqVYwokRo6gL2oABkeQ
LaoJie Hotpot,4.188976378,127,4.3,545,40.7176193,-73.9949923,10002,,Manhattan,New York,NY,FALSE,ChIJ76QaGzxZwokRfGxoduYPISA
Hometown Hotpot & BBQ,4.182481752,274,4.3,2094,40.719403,-73.996849,10013,,Manhattan,New York,NY,FALSE,ChIJ11vJWohZwokRpB812SavVWI
Hot Space Brooklyn,4.18018018,222,4.3,489,40.6406547,-74.0047117,11220,Sunset Park,Brooklyn,,NY,FALSE,ChIJhX-vwcpawokRmoxjgI9OF2Q
Bodhi Village,4.178294574,129,4.3,795,40.7469915,-73.8284716,11355,Flushing,Queens,,NY,TRUE,ChIJ2WE5QG9gwokRU4Jmpy0CVWI
Pig Heaven,4.177777778,45,4.3,680,40.775432,-73.956852,10028,,Manhattan,New York,NY,FALSE,ChIJV85Oz75YwokREEwM6yxMNtk
Yun Nan Flavour Garden,4.17032967,182,4.3,555,40.640055,-74.0046033,11220,Sunset Park,Brooklyn,,NY,FALSE,ChIJi4z3xcpawokRiVFgIC56Y2M
Taste of China,4.166666667,6,4.3,110,40.6711853,-73.9883976,11215,Gowanus,Brooklyn,,NY,FALSE,ChIJO6FOLYZbwokROYqupirMtsc
China Mia,4.166666667,6,4.3,306,40.8585308,-73.8672315,10467,Allerton,The Bronx,,NY,FALSE,ChIJN1qURmDzwokR5Vjk2Laocec
New Ruan's Restaurant,4.166666667,12,4.3,459,40.605267,-73.9989163,11214,Bensonhurst,Brooklyn,,NY,FALSE,ChIJgRGD6g5FwokR2mp0hLhkr-Q
Ollie’s Chinese Noodle Shop & Grill (成都印象),4.159090909,88,4.3,1087,40.7994968,-73.9687368,10025,,Manhattan,New York,NY,FALSE,ChIJZ09rriX2wokRT1wN_QfWXuk
Cafe Evergreen,4.157894737,19,4.3,268,40.7688903,-73.9555434,10021,,Manhattan,New York,NY,FALSE,ChIJ234jKcJYwokRvgObRh3u6qY
Kung Fu Xiao Long Bao,4.152380952,210,4.3,1127,40.7434307,-73.8259165,11355,Flushing,Queens,,NY,TRUE,ChIJ7Qk6Qm9gwokRBilBh5_3yrA
Moonstone Modern Asian Cuisine & Bar,4.135135135,37,4.3,628,40.7729306,-73.7331515,11021,,,Great Neck,NY,FALSE,ChIJ30fvYu6JwokR5Ek7l1SZBgg
The Bao,4.131868132,182,4.3,1329,40.7294074,-73.9889097,10003,,Manhattan,New York,NY,FALSE,ChIJY_AGiJtZwokRMkVfS6vDfw8
uluh,4.129930394,431,4.3,1137,40.7293472,-73.9866141,10003,,Manhattan,New York,NY,FALSE,ChIJ0SLgu3ZZwokRI7lEBkiDtJE
Nuan Xin Rice Roll,4.114285714,35,4.3,152,40.716667,-73.9928796,10002,,Manhattan,New York,NY,FALSE,ChIJhas9ihNbwokRI5Npdgjovac
Hou Yi Hot Pot,4.097014925,134,4.3,756,40.7161827,-73.9925766,10002,,Manhattan,New York,NY,FALSE,ChIJt4HiLyhawokRhJ8I8nMsxZg
New Fu Run,4.095238095,63,4.3,235,40.7880003,-73.7292186,11021,,,Great Neck,NY,FALSE,ChIJv3uZ4pmJwokRhCxpWhv06hs
Café China,4.092457421,411,4.3,3058,40.7515713,-73.9858221,10018,,Manhattan,New York,NY,FALSE,ChIJhXTKrQBZwokRDA7Vijnq1AE
Chuan Tian Xia,4.086734694,196,4.3,569,40.6396357,-74.0091003,11220,Sunset Park,Brooklyn,,NY,FALSE,ChIJrwxm-gpFwokR9f10RT15Ni8
Han Dynasty,4.083333333,84,4.3,1511,40.732426,-73.9881724,10003,,Manhattan,New York,NY,FALSE,ChIJx3Nrt55ZwokRP3Xiw0TGnKE
Little Dumpling,4.076923077,117,4.3,905,40.7700139,-73.7355118,11362,Little Neck,Queens,,NY,TRUE,ChIJIdXV4O-JwokR1jtxckH_DrM
Hop Lee,4.073529412,68,4.3,669,40.714271,-73.9986282,10013,,Manhattan,New York,NY,FALSE,ChIJ4xlG7CZawokRCHn1c3MJlc0
White Bear,4.056603774,159,4.3,920,40.758775,-73.8316571,11354,Flushing,Queens,,NY,TRUE,ChIJZZBJcg5gwokROTWAGansSV4
La Salle Dumpling Room,4.035087719,57,4.3,610,40.814069,-73.959833,10027,,Manhattan,New York,NY,FALSE,ChIJ0_o810H2wokRgUHFkZjZEmw
China Express,4,2,4.3,149,40.793089,-74.003005,7093,,,Guttenberg,NJ,FALSE,ChIJ--DFZHRYwokROpDqWDGhxtA
China Garden,4,10,4.3,211,40.7417698,-73.925752,11104,Sunnyside,Queens,,NY,FALSE,ChIJJQ7tydBewokRYAjmOVrKs0Q
Shangeri-La Restaurant,4,20,4.3,1095,40.8472944,-73.8326417,10461,Pelham Bay,The Bronx,,NY,FALSE,ChIJr9HJ1FCLwokRCOt5nWYe-PY
New Apolo,4,21,4.3,1211,40.7108028,-73.9507807,11211,Southside,Brooklyn,,NY,FALSE,ChIJx7Eof-JbwokRHaM8VNSl4zs
Amy's Chinese Restaurant,4,28,4.3,255,40.7557808,-73.7675166,11361,Bayside,Queens,,NY,TRUE,ChIJaw4bW-ZhwokR3T18rOkNbP4
Pinch Chinese,3.98630137,146,4.3,925,40.7264492,-74.001798,10012,,Manhattan,New York,NY,FALSE,ChIJN2iOxo1ZwokRIMdxk2LDHmM
1468 Hylan Cafe,3.973684211,38,4.3,123,40.5924093,-74.0869433,10305,Dongan Hills,Staten Island,,NY,FALSE,ChIJ97NQEgBPwokRUoHBenYfBc0
Han Dynasty Upper West Side,3.967741935,62,4.3,1078,40.7874921,-73.9764072,10024,,Manhattan,New York,NY,FALSE,ChIJb0Q8GIRYwokRHVhrqLQwn50
Little Pepper,3.950819672,61,4.3,343,40.782447,-73.846049,11356,College Point,Queens,,NY,TRUE,ChIJ1ec4s1P1wokRUK_74W1Q0q0
Peppercorn Station 青花椒 纽约,3.95,140,4.3,447,40.7526861,-73.9851157,10018,,Manhattan,New York,NY,FALSE,ChIJ5ckmp3JZwokRYISySgjWO7k
456 New Shanghai,3.932038835,103,4.3,1725,40.7162474,-73.998268,10013,,Manhattan,New York,NY,FALSE,ChIJX4-QDSdawokRtFBM1mz6gn4
Tasty Dumpling,3.931506849,73,4.3,1552,40.7149267,-73.9995424,10013,,Manhattan,New York,NY,FALSE,ChIJg6Oj3yZawokRwDiCW7Aa6WU
Brooklyn Dumpling Shop,3.92,25,4.3,1343,40.7275602,-73.9856935,10003,,Manhattan,New York,NY,FALSE,ChIJh3m8UUNZwokR1Htq1Mm0-hs
Tri Dim Shanghai West [UWS] Restaurant and Bar 鼎豐,3.911764706,34,4.3,365,40.784124,-73.9736525,10024,,Manhattan,New York,NY,FALSE,ChIJW4bcFvNZwokRK3DMQUgnm-c
Mei Lai Wah | Wonton Noodle Garden,3.902777778,144,4.3,1918,40.7148058,-73.9982129,10038,,Manhattan,New York,NY,FALSE,ChIJdchGBSdawokRrNBainqPr-I
P.F. Chang's,3.87037037,54,4.3,4271,40.7802658,-74.0096401,7093,,,West New York,NJ,FALSE,ChIJyfz7ohVYwokRoVKhg2CT2BI
Deluxe Green Bo,3.809917355,121,4.3,1597,40.7156177,-73.9980053,10013,,Manhattan,New York,NY,FALSE,ChIJB9obBCdawokR_I47fRFPBhc
Dumplings & Things,3.75,12,4.3,252,40.7424233,-73.919044,11104,Sunnyside,Queens,,NY,FALSE,ChIJY7WCN9lewokRrtprUVHEAN0
MáLà Project Bryant Park,3.746781116,233,4.3,1193,40.7569293,-73.9805621,10036,,Manhattan,New York,NY,FALSE,ChIJuyQyqf9YwokRSlObfXst7sQ
Great Wall,3.714285714,14,4.3,134,40.6414272,-74.0036295,11220,Sunset Park,Brooklyn,,NY,FALSE,ChIJZ1HG_cpawokR804f2M0bMLc
Bonnie's,3.680851064,47,4.3,560,40.7178057,-73.9464373,11211,Williamsburg,Brooklyn,,NY,FALSE,ChIJbQc9ABZZwokRMAK6C-Ekxg4
CHF Chinese Restaurant,3.666666667,6,4.3,117,40.6425232,-74.0126878,11220,Sunset Park,Brooklyn,,NY,FALSE,ChIJNSxiNkhbwokRY35CW4SZx48
La Salle Dumpling Room,3.666666667,21,4.3,270,40.7732183,-73.989629,10023,,Manhattan,New York,NY,FALSE,ChIJQfecMlxYwokRjJXdcBB8g6A
Vanessa's Dumpling House,3.666666667,60,4.3,842,40.7183133,-73.9917561,10002,,Manhattan,New York,NY,FALSE,ChIJRUnhkElZwokRBRSJxl_Up68
Dumpling Man,3.6,30,4.3,855,40.7272352,-73.9847297,10009,,Manhattan,New York,NY,FALSE,ChIJFZ6BFJ1ZwokR5gGXJF4XVug
East 21,3.5,6,4.3,102,40.7463808,-73.8939802,11372,Jackson Heights,Queens,,NY,FALSE,ChIJ8YiXRAFfwokRgF0oUHpkNQA
Chef Hong II,3.333333333,3,4.3,133,40.512152,-74.239057,10307,Tottenville,Staten Island,,NY,FALSE,ChIJsdt-W6DKw4kRXdfcvg_BsTc
Jade Garden Restaurant,2,1,4.3,129,40.8374714,-73.8461022,10461,Westchester Square,The Bronx,,NY,FALSE,ChIJA6IeRrT0wokR-c4DuViKi5g
New King Foo,1,1,4.3,128,40.653461,-74.1972618,7206,Elizabethport,,Elizabeth,NJ,FALSE,ChIJJ7TBTUJNwokR38eJzENeVhg
Zhu Lang Dian,0,0,4.3,142,40.6498391,-73.962548,11226,Flatbush,Brooklyn,,NY,FALSE,ChIJtUyM4T5bwokRuH5vinGumw8
China New Wok,0,0,4.3,218,40.8507598,-73.8945433,10457,West Bronx,The Bronx,,NY,FALSE,ChIJUwEFVGP0wokRevcQDYBH5Vw
Foliage Garden,5,1,4.2,122,40.785879,-74.0087981,7093,,,West New York,NJ,FALSE,ChIJSUaXAhNYwokRkCAXm0yMjog
China Tang Kitchen,5,1,4.2,103,40.6441227,-73.9584845,11226,Flatbush,Brooklyn,,NY,FALSE,ChIJQ1ld60dbwokRpPviD6NgSLY
Family Kitchen,5,1,4.2,139,40.6352959,-73.9610393,11230,Flatbush,Brooklyn,,NY,FALSE,ChIJNQDWDDVbwokR_mewRiDfr-c
Panda Garden,5,2,4.2,119,40.6157829,-74.034403,11209,Fort Hamilton,Brooklyn,,NY,FALSE,ChIJrYoW6IhPwokRB2bIjRCaMMQ
Wah Hing Kitchen,5,2,4.2,214,40.6755911,-73.812134,11420,South Ozone Park,Queens,,NY,FALSE,ChIJbyfEGzxnwokRuW4wO6zM9T8
Ho Mei,5,2,4.2,222,40.7534356,-73.8642043,11368,Flushing,Queens,,NY,TRUE,ChIJfUggt8BfwokRD7KOaE29LJ8
Dong Fang Kitchen,5,3,4.2,143,40.674301,-73.921808,11233,Ocean Hill,Brooklyn,,NY,FALSE,ChIJ4Sw8-2RcwokRnUhCfYhlRdM
Li's Kitchen,5,3,4.2,176,40.8634698,-73.8585612,10469,Laconia,The Bronx,,NY,FALSE,ChIJIwotclvzwokRXRlPXMNMG10
China Kitchen,5,3,4.2,103,40.8597107,-73.8657263,10467,Allerton,The Bronx,,NY,FALSE,ChIJk1GSg2DzwokRgJ3HXvdcYx4
New China,5,5,4.2,112,40.697057,-73.9361284,11206,Bedford-Stuyvesant,Brooklyn,,NY,FALSE,ChIJDycn1vdbwokReCL4WCFfKJA
Panda Garden,5,5,4.2,101,40.7455811,-73.9046818,11377,Woodside,Queens,,NY,FALSE,ChIJtfKIux1fwokRmJrNN62T0vo
New Nice China Town,5,6,4.2,245,40.6339855,-73.963577,11230,Flatbush,Brooklyn,,NY,FALSE,ChIJsThayTRbwokRvUL3IKBQK1o
New Win Hing,5,6,4.2,133,40.614368,-74.066596,10305,Rosebank,Staten Island,,NY,FALSE,ChIJf7O8Rq9PwokR-R92QAMhSWc
Panda China Restaurant,5,6,4.2,179,40.6172217,-74.2838021,7065,,,Rahway,NJ,FALSE,ChIJF6Ppt5Wzw4kRpUgTYLwXyQM
Wild Ginger,5,7,4.2,367,40.7189034,-73.9553339,11211,Williamsburg,Brooklyn,,NY,FALSE,ChIJrX3vX1xZwokRFi9iLpuYCc4
Peking,5,10,4.2,208,40.7256224,-73.7399796,11428,Queens Village,Queens,,NY,FALSE,ChIJLfvsmy5iwokRyuOG-FMpMdM
Pic Up Stix,5,23,4.2,192,40.7825844,-73.9536394,10128,,Manhattan,New York,NY,FALSE,ChIJtUJhgqRYwokRFnRm-1w4Z4w
China Restaurant,4.833333333,6,4.2,682,40.6502778,-73.93,11203,East Flatbush,Brooklyn,,NY,FALSE,ChIJGcS8zJhcwokR68F3gBbbE2A
King’s Wok Chinese Food,4.833333333,12,4.2,128,40.7602289,-73.9074754,11377,Woodside,Queens,,NY,FALSE,ChIJO8u_EhRfwokR_ZBkkTUEBIU
Peking Express,4.8,5,4.2,324,40.6744372,-73.8040343,11420,South Ozone Park,Queens,,NY,FALSE,ChIJO2OwdiNnwokRbbHQmHsE6Mk
Cho-Sen Garden,4.777777778,9,4.2,441,40.7318931,-73.8488138,11375,Forest Hills,Queens,,NY,FALSE,ChIJRUlbESxewokRBf3oVUbacXg
Koong Wing,4.75,8,4.2,102,40.640426,-74.0184885,11220,Sunset Park,Brooklyn,,NY,FALSE,ChIJaVc6oVJFwokRvq_28EvxQ5Y
Jing Fu House,4.75,8,4.2,231,40.7492057,-73.8700853,11372,Jackson Heights,Queens,,NY,FALSE,ChIJNfih5rlfwokRJs96fUtO_Kg
Wing Yum Lin's,4.666666667,3,4.2,134,40.6968546,-73.8375157,11418,Richmond Hill,Queens,,NY,FALSE,ChIJFfGuDKtgwokRzdKqsI-_OFo
Golden Star,4.666666667,3,4.2,373,40.8498569,-73.9363765,10033,,Manhattan,New York,NY,FALSE,ChIJRZz6gKD2wokRBVWTZSPSKdM
East Garden,4.666666667,6,4.2,125,40.6191967,-73.9333976,11234,Marine Park,Brooklyn,,NY,FALSE,ChIJWVe_LlhDwokR2W-2FBspF8k
Best Garden,4.6,10,4.2,102,40.7656857,-73.7444879,11363,Douglaston,Queens,,NY,TRUE,ChIJXwsDLPmJwokR1gifetHBJDw
New King Wok,4.583333333,12,4.2,111,40.7685119,-73.7739169,11361,Bayside,Queens,,NY,TRUE,ChIJZTCWUyFhwokRa6g5f0U304E
New Green Dragon,4.571428571,7,4.2,468,40.8188889,-73.8166667,10465,East Bronx,The Bronx,,NY,FALSE,ChIJkbtOQBiLwokRQXPKNr8n2oY
Dim Sum II Chinese Restaurant,4.571428571,7,4.2,236,40.6557032,-74.3055271,7016,Cranford,,Cranford,NJ,FALSE,ChIJq25CGCSyw4kRzkj6lNmbjJo
China Delight,4.571428571,7,4.2,154,40.6618091,-73.9969424,11232,Sunset Park,Brooklyn,,NY,FALSE,ChIJtyNm6OhawokR8t7rQa8m_d8
