CAMIS,INSPECTION DATE,DBA,BORO,STREET,ZIPCODE,CUISINE,SCORE,GRADE,INSPECTION_TYPE,n_violations,n_critical
50170446,2025-12-22,DUOMI RICE YOGURT HOUSE,Queens,42 ROAD,11101.0,Chinese,10.0,A,Pre-permit (Operational) / Initial Inspection,1,1
50170528,2025-10-09,THE PANCAKE (YANG FRESH PEPPER BUN),Queens,ROOSEVELT AVENUE,11354.0,Chinese,10.0,A,Cycle Inspection / Re-inspection,2,1
50171529,2026-01-28,ZIYAN CHICKEN,Queens,ROOSEVELT AVENUE,11354.0,Chinese,10.0,A,Pre-permit (Operational) / Initial Inspection,2,2
50172188,2026-05-07,MAY FLOWER,Staten Island,CASTLETON AVENUE,10310.0,Chinese,10.0,A,Pre-permit (Operational) / Re-inspection,2,1
50172291,2025-12-01,HUNAN NOODLE,Queens,42 ROAD,11101.0,Chinese,10.0,A,Pre-permit (Operational) / Initial Inspection,2,1
50173129,2026-01-23,LOU WAI LOU,Queens,MAIN STREET,11355.0,Chinese,10.0,A,Pre-permit (Operational) / Re-inspection,3,1
50175815,2026-04-26,SHAXIAN SNACKS,Queens,UNION STREET,11354.0,Chinese,10.0,A,Pre-permit (Operational) / Initial Inspection,2,1
50176281,2025-11-17,PANDA BAKERY,Brooklyn,8 AVENUE,11232.0,Chinese,10.0,A,Pre-permit (Operational) / Initial Inspection,3,0
50176718,2026-06-16,ZHEZHEPOT,Brooklyn,86 STREET,11214.0,Chinese,10.0,A,Pre-permit (Operational) / Re-inspection,2,2
50177371,2025-12-20,RAN VIET,Staten Island,HYLAN BOULEVARD,10305.0,Chinese,10.0,A,Pre-permit (Operational) / Initial Inspection,2,1
50178815,2026-01-16,XI'AN FAMOUS FOODS,Manhattan,2 AVENUE,10021.0,Chinese,10.0,A,Pre-permit (Operational) / Initial Inspection,2,1
50178909,2026-06-15,BAO'S WOK,Queens,COLLEGE POINT BOULEVARD,11354.0,Chinese,10.0,A,Pre-permit (Operational) / Re-inspection,3,0
50179692,2026-01-23,DRAGON KING J,Manhattan,1 AVENUE,10029.0,Chinese,10.0,A,Pre-permit (Operational) / Initial Inspection,2,1
50179876,2026-01-28,HUAYUCHUAN,Queens,KISSENA BOULEVARD,11355.0,Chinese,10.0,A,Pre-permit (Operational) / Initial Inspection,2,1
50184939,2026-05-18,BEEF UP NOODLE 2,Manhattan,8 AVENUE,10011.0,Chinese,10.0,A,Pre-permit (Operational) / Initial Inspection,2,1
50186021,2026-06-30,ZHENGXIN CHICKEN STEAK,Queens,32 AVENUE,11358.0,Chinese,10.0,A,Pre-permit (Operational) / Initial Inspection,3,0
50186394,2026-05-18,RED STAR CHINESE RESTAURANT,Bronx,EAST  174 STREET,10460.0,Chinese,10.0,A,Pre-permit (Operational) / Initial Inspection,2,2
50186592,2026-05-23,CHEN'S KITCHEN,Queens,FRANCIS LEWIS BOULEVARD,11358.0,Chinese,10.0,A,Pre-permit (Operational) / Initial Inspection,3,1
40362432,2024-11-12,HO MEI,Queens,37 AVENUE,11368.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
40373937,2022-12-02,SHUN LEE,Manhattan,WEST   65 STREET,10023.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,3,1
40842437,2023-12-14,LIN HOME CHINESE RESTAURANT,Bronx,UNIVERSITY AVENUE,10468.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
40919894,2022-05-19,KENNY'S RESTAURANT,Brooklyn,NOSTRAND AVENUE,11226.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
40962966,2023-12-01,JADE LINDEN RESTAURANT,Queens,LINDEN BOULEVARD,11414.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
41056448,2024-04-04,A & C KITCHEN,Manhattan,AVENUE C,10009.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
41153530,2026-03-07,RED HOUSE KITCHEN,Queens,YELLOWSTONE BOULEVARD,11375.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,3,1
41226690,2025-12-29,DELICIOUS CHINESE,Brooklyn,ROCKAWAY PARKWAY,11236.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,3,1
41287813,2026-06-30,NEW JADE CHINESE RESTAURANT,Queens,LEFFERTS BOULEVARD,11415.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
41297164,2026-03-03,TASTE OF CHINA,Brooklyn,13 AVENUE,11228.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
41304987,2024-08-19,KING'S WOK,Brooklyn,BEDFORD AVENUE,11216.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
41338312,2024-05-07,KING GARDEN RESTAURANT,Manhattan,BROADWAY,10033.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,0
41361743,2024-08-21,KING WOK,Bronx,ALLERTON AVENUE,10467.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
41450634,2024-12-10,YUNG HSIN RESTAURANT,Bronx,BEACH AVENUE,,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
41451863,2024-09-03,LUCKY STAR,Queens,JUNCTION BOULEVARD,11372.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
41454953,2024-10-13,GOLDEN CHOPSTICKS CHINESE RESTAURANT,Brooklyn,FRANKLIN AVENUE,11238.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,3,1
41457638,2024-07-09,FINEST DUMPLING RESTAURANT,Manhattan,HENRY STREET,10002.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
41465455,2023-02-22,HAPPY HOUSE,Brooklyn,SUTTER AVENUE,11212.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
41473969,2025-10-20,BUTTERFLIES CHINESE FOOD,Queens,GUY BREWER BOULEVARD,11434.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
41491816,2024-04-25,DRAGON YUAN,Bronx,MORRIS AVENUE,10451.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
41491816,2025-11-05,DRAGON YUAN,Bronx,MORRIS AVENUE,10451.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
41515681,2025-03-03,KEE WANG RESTAURANT,Bronx,VALENTINE AVENUE,10457.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
41528976,2023-01-04,FAMILY KITCHEN,Brooklyn,FOSTER AVENUE,11230.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
41529719,2025-05-08,WING HUA II,Brooklyn,CHURCH AVENUE,11218.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,3,0
41534110,2024-12-18,CHANG HONG,Brooklyn,IRVING AVENUE,11237.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
41544857,2025-06-20,PANDA DELIGHT,Brooklyn,SMITH STREET,11201.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
41569069,2025-10-29,CHINESE FRIED CHICKEN,Bronx,LAFAYETTE AVENUE,,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
41576658,2025-05-13,GREAT WALL CHINESE RESTAURANT,Bronx,WATSON AVENUE,10472.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,3,0
41590515,2025-03-27,CHANG YU,Brooklyn,CENTRAL AVENUE,11221.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,3,1
41598329,2023-05-16,BOSTON ROAD CHINA,Bronx,BOSTON ROAD,10469.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
41598329,2024-07-02,BOSTON ROAD CHINA,Bronx,BOSTON ROAD,10469.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,3,1
41601496,2025-04-28,LEE XING RESTAURANT,Bronx,WESTCHESTER AVENUE,10461.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,3,0
41606966,2024-09-24,PEKING,Bronx,EAST TREMONT AVENUE,10457.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,3,1
41606966,2026-04-07,PEKING,Bronx,EAST TREMONT AVENUE,10457.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
41615281,2025-07-30,HO WOK,Staten Island,ARTHUR KILL ROAD,10308.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
41620333,2024-09-17,BEIJING HOUSE,Brooklyn,WILSON AVENUE,11207.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,3,1
41623217,2026-03-31,GOLDEN PANDA CHINESE RESTAURANT,Brooklyn,FULTON STREET,11207.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,3,0
41630104,2023-02-02,LUCKY CHINESE RESTAURANT,Queens,69 STREET,11377.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,3,1
41640238,2025-02-26,HONG KONG KITCHEN,Bronx,EAST  198 STREET,10458.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,0
41650270,2023-09-13,WING HUA 508,Brooklyn,COURT STREET,11231.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
41655148,2023-04-11,GOOD TASTE RESTAURANT,Brooklyn,AVENUE H,11230.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
41670551,2023-11-28,KIM HUA,Bronx,COURTLANDT AVENUE,10451.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
41681367,2026-06-10,JUMBO CHINESE KITCHEN,Queens,JAMAICA AVENUE,11418.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
41683539,2025-02-11,HAPPY GARDEN CHINESE RESTAURANT,Brooklyn,PITKIN AVENUE,11207.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
41690830,2023-09-11,CHEN'S GARDEN,Bronx,WILLIS AVENUE,10454.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
41690830,2025-08-27,CHEN'S GARDEN,Bronx,WILLIS AVENUE,10454.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
41694393,2024-04-18,WANG VILLAGE SEAFOOD RESTAURANT,Brooklyn,8 AVENUE,11220.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,1,1
41706122,2023-10-16,NEW HAPPY GARDEN,Bronx,OGDEN AVENUE,10452.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
41706122,2026-01-20,NEW HAPPY GARDEN,Bronx,OGDEN AVENUE,10452.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
41709400,2024-07-23,FU LAI O KITCHEN,Brooklyn,3 AVENUE,11220.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,3,0
50000202,2023-01-05,CHUNG CHUN KITCHEN,Brooklyn,MYRTLE AVENUE,11205.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50000202,2025-12-22,CHUNG CHUN KITCHEN,Brooklyn,MYRTLE AVENUE,11205.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50000404,2024-07-13,LCLE BAR,Queens,41 AVENUE,11355.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,3,1
50002387,2023-05-15,ISLAND KITCHEN CHINESE RESTAURANT,Staten Island,NOME AVENUE,10314.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50003556,2024-12-03,EASTERN RESTAURANT,Brooklyn,ROCKAWAY PARKWAY,11236.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
50003990,2025-08-05,NEW CHOY HING,Brooklyn,BUSHWICK AVENUE,11221.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
50005058,2025-06-10,XIAO LE YUAN BAKERY,Brooklyn,5 AVENUE,11220.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50005125,2025-02-03,GOOD TASTE #1,Brooklyn,KINGSTON AVENUE,11213.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
50005481,2022-11-05,LUCKY KITCHEN,Brooklyn,ALBANY AVENUE,11213.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
50005487,2022-09-08,EMPIRE KITCHEN .,Brooklyn,PARK PLACE,11233.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50007628,2022-05-23,LUCKY STAR CHINESE RESTAURANT,Queens,104 STREET,11368.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50007628,2024-03-21,LUCKY STAR CHINESE RESTAURANT,Queens,104 STREET,11368.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
50009013,2026-02-27,PARK ASIA RESTAURANT,Brooklyn,66 STREET,11220.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
50012564,2025-06-16,LU PEKING HOUSE,Brooklyn,FULTON STREET,11208.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50014124,2024-12-16,EVERGREEN ON 38,Manhattan,EAST   38 STREET,10016.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,1,1
50014908,2025-12-10,PACIFIC MOON,Queens,BROADWAY,11377.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,3,1
50017836,2023-11-03,I-FORTUNE COOKIE,Queens,21 STREET,11101.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,3,1
50034622,2025-01-16,EMPEROR'S HOUSE,Staten Island,FOREST AVENUE,10310.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50034679,2025-08-12,DIVERSE DIM SUM,Queens,ROOSEVELT AVENUE,11354.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
50035941,2025-01-07,NEW ISLAND GARDEN,Staten Island,CASTLETON AVENUE,10310.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,3,1
50036378,2023-12-12,MR. FONG'S,Manhattan,MARKET STREET,10002.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50036597,2024-01-04,LUCKY CHEN,Brooklyn,BROADWAY,11221.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50037025,2019-05-09,IG NIGHT,Queens,FOWLER AVENUE,11355.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,3,1
50038241,2025-11-24,KINGS COUNTY IMPERIAL,Brooklyn,SKILLMAN AVENUE,11211.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
50038572,2023-08-10,CHINA KINGS 70TH STREET,Queens,BEACH CHANNEL DRIVE,11692.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
50038572,2024-09-30,CHINA KINGS 70TH STREET,Queens,BEACH CHANNEL DRIVE,11692.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50043327,2026-02-03,HAND PULL NOODLE & DUMPLING HOUSE,Brooklyn,18 AVENUE,11204.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50044336,2024-08-29,KING DRAGON 188,Manhattan,MADISON AVENUE,10029.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
50044650,2025-07-02,GOLDEN STEAMER,Brooklyn,86 STREET,11214.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
50044830,2025-10-09,K & K SUPER BUFFET,Queens,SAINT NICHOLAS AVENUE,11385.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50045406,2023-12-05,BIG CHEF RESTAURANT,Brooklyn,AVENUE S,11229.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50045961,2024-04-17,TAI LAI RESTAURANT,Brooklyn,T S BOYLAND ST,,Chinese,9.0,A,Cycle Inspection / Re-inspection,3,1
50045961,2026-04-08,TAI LAI RESTAURANT,Brooklyn,T S BOYLAND ST,,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50046462,2023-05-08,GENERAL TSO'S CHINESE RESTAURANT,Bronx,WHITE PLAINS ROAD,10472.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50047119,2022-12-20,GREAT WALL CHINESE RESTAURNAT,Bronx,EAST  187 STREET,10458.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,3,1
50047119,2025-11-19,GREAT WALL CHINESE RESTAURNAT,Bronx,EAST  187 STREET,10458.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50047532,2023-02-02,CHINA KITCHEN,Brooklyn,CHURCH AVENUE,11203.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
50048074,2024-07-31,GREAT WALL NYC,Bronx,WEST TREMONT AVENUE,10453.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50048582,2024-10-07,FORTUNE HOUSE OF CHEN,Brooklyn,CLARKSON AVENUE,11203.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50048821,2023-01-26,LA SALLE DUMPLING ROOM,Manhattan,BROADWAY,10027.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,3,1
50049523,2022-09-21,WO KEE NOODLE,Queens,UNION TURNPIKE,11366.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
50049689,2025-05-22,CHINA RESTAURANT,Brooklyn,UTICA AVENUE,11203.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50050386,2024-11-13,PANDA EXPRESS,Manhattan,3 AVENUE,10022.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50053441,2024-12-02,PANDA EXPRESS #2622,Manhattan,9 AVENUE,10036.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50055582,2022-09-22,CHINA STAR,Brooklyn,PENNSYLVANIA AVENUE,11239.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50056602,2024-10-01,KAM HUNG KITCHEN,Queens,LINDEN BOULEVARD,11434.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50056715,2022-11-17,LEGEND OF TASTE,Queens,UTOPIA PARKWAY,11357.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
50056889,2023-06-01,CHINA DRAGON,Brooklyn,CHURCH AVENUE,11226.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
50057675,2025-02-11,MING WONG,Bronx,WEST BURNSIDE AVENUE,10453.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50057727,2023-03-01,YIWANMEN / CHONG QING NOODLE,Manhattan,MOTT STREET,10013.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,3,1
50057988,2022-01-21,CHINESE TUXEDO / PEACHY'S,Manhattan,DOYERS STREET,10013.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,3,1
50058475,2025-01-10,YI MIN RESTAURANT,Brooklyn,FORT HAMILTON PARKWAY,11218.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
50059007,2025-10-01,LUCKY SMILE RESTAURANT,Bronx,ALLERTON AVENUE,10467.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
50059508,2025-06-16,PANDA RESTAURANT,Bronx,BROADWAY,10463.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50060105,2024-07-19,BIRDS OF A FEATHER,Brooklyn,GRAND STREET,11211.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,3,1
50060318,2022-05-17,XIN XING 88 CHINESE RESTAURANT,Queens,JAMAICA AVENUE,11423.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50061519,2025-11-06,NEW CHINA TUNG,Manhattan,5 AVENUE,10011.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50062844,2023-07-11,JUNZI KITCHEN,Manhattan,BROADWAY,10025.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50062874,2025-09-30,JUMBO KITCHEN,Bronx,SOUTHERN BOULEVARD,10460.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50064099,2026-02-09,FOK NOODLES,Manhattan,CATHERINE STREET,10038.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,3,0
50067421,2025-09-22,PRECIOUS ISLAND TEA SHOP,Staten Island,NEW DORP LANE,10306.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
50067762,2023-11-16,PANDA GARDEN QUEENS,Queens,ROOSEVELT AVENUE,11377.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50068339,2024-12-05,NEW FOO SING,Staten Island,AMBOY ROAD,10308.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,3,0
50068448,2024-03-26,KUNG FU LITTLE STEAMED BUNS RAMEN,Manhattan,EAST   55 STREET,10022.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,3,1
50071792,2024-07-31,PANDA EXPRESS # 2792,Manhattan,BROADWAY,10025.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,3,1
50072803,2025-12-08,PANDA KITCHEN,Queens,ROCKAWAY BOULEVARD,11436.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,3,0
50073175,2024-04-03,SING LONG ZHU KITCHEN,Bronx,WHITE PLAINS ROAD,10467.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50073387,2023-05-04,YUMMY CITY,Manhattan,LEXINGTON AVENUE,10029.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50073866,2025-02-13,PANDA EXPRESS #2769,Brooklyn,86 STREET,11209.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50074098,2022-04-21,KING WOK,Brooklyn,NOSTRAND AVENUE,11229.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
50074674,2025-11-13,CHINA THAI NY,Brooklyn,FLATBUSH AVENUE,11226.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
50074932,2026-03-25,TEN FULL,Queens,48 AVENUE,11104.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50075052,2022-05-20,KING RIVER,Queens,31 AVENUE,11370.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50076228,2023-05-03,WAH SING RESTAURANT,Brooklyn,ROCKAWAY AVENUE,11233.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50076883,2024-04-15,CHINA NO. 1 CHINESE RESTAURANT,Brooklyn,CHURCH AVENUE,11212.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,3,1
50077375,2023-02-03,HUNAN SLURP SHOP,Manhattan,1 AVENUE,10009.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
50078364,2026-01-05,SHANGHAI 21,Manhattan,MOTT STREET,10013.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,3,1
50080210,2024-12-19,HAO NOODLE,Manhattan,WEST   14 STREET,10014.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,3,0
50083338,2026-04-15,NEW STAR,Queens,57 AVENUE,11368.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
50083682,2025-05-19,EAST GARDEN ASIAN CUISINE,Brooklyn,FLATBUSH AVENUE,11234.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50084206,2023-04-06,NO 1 CHINESE RESTAURANT,Bronx,EAST  204 STREET,10467.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
50084309,2024-01-22,EMPIRE EAST,Staten Island,HYLAN BOULEVARD,10306.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
50085711,2023-11-22,LUCKY COMING,Bronx,WASHINGTON AVENUE,10458.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,3,1
50086154,2025-09-10,KING HOUSE,Queens,37 AVENUE,11372.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
50086236,2022-11-14,WOK AND ROLL KITCHEN,Brooklyn,CHURCH AVENUE,11226.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
50087285,2024-06-18,GREAT WALL RESTAURANT,Brooklyn,EAST NEW YORK AVENUE,11212.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,3,1
50087355,2023-06-20,CHONGQING LAO ZAO,Queens,PRINCE STREET,11354.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,1,1
50087453,2023-03-09,T & T RESTAURANT,Queens,KISSENA BOULEVARD,11355.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
50087558,2026-03-26,YI JI SHI MO NOODLE,Manhattan,ELIZABETH STREET,10013.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50087866,2022-12-02,HUA LONG,Brooklyn,FULTON STREET,11217.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
50088686,2025-09-18,BUNTOPIA BK,Brooklyn,BROADWAY,11221.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,3,1
50089521,2023-11-01,Xiang Dragon Chinese Restaurant,Manhattan,1 AVENUE,10035.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,3,1
50090182,2024-05-17,FOOD KING RESTAURANT,Brooklyn,AVENUE L,11236.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
50091190,2022-11-22,GOLDEN FOREST,Manhattan,GRAND STREET,10002.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
50091190,2025-05-28,GOLDEN FOREST,Manhattan,GRAND STREET,10002.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,3,1
50091501,2025-07-23,PANDA GARDEN,Staten Island,LINCOLN AVENUE,10306.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50091999,2025-02-03,THE TANG,Manhattan,AMSTERDAM AVENUE,10025.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
50092340,2022-06-13,SZECHUAN DELIGHT NY,Brooklyn,86 STREET,11228.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,3,0
50092491,2025-02-06,RED STAR CHINESE FOOD,Manhattan,EAST  116 STREET,10029.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
50093309,2025-12-04,EMPIRE SZECHUAN GARDEN,Staten Island,FOREST AVENUE,10302.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50093533,2022-08-25,PANDA RESTAURANT,Bronx,LYDIG AVENUE,10462.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,3,1
50094361,2023-05-16,2 IN 1 RESTAURANT,Brooklyn,FLATBUSH AVENUE,11234.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50094361,2025-08-04,2 IN 1 RESTAURANT,Brooklyn,FLATBUSH AVENUE,11234.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50094921,2024-08-12,NEW DRAGON,Manhattan,2 AVENUE,10035.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50095915,2024-06-06,WEI XIAN INC,Brooklyn,FORT HAMILTON PARKWAY,11219.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50097012,2025-05-05,CHAI HWA RESTAURANT,Bronx,WHITE PLAINS ROAD,10467.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
50097243,2024-11-14,YANG'S GOOD TASTE,Bronx,EAST  183 STREET,10458.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50098050,2023-06-14,REGO GARDEN,Queens,63 DRIVE,11374.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50098436,2026-01-20,PRINCE TEA HOUSE,Manhattan,BOWERY,10013.0,Chinese,9.0,A,Cycle Inspection / Initial Inspection,2,1
50099096,2022-09-01,FOO AN CHINESE FOOD,Queens,SOUTH CONDUIT AVENUE,11413.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
50099192,2023-04-05,NEW NEW GARDEN RESTAURANT,Queens,BEACH CHANNEL DRIVE,11691.0,Chinese,9.0,A,Cycle Inspection / Re-inspection,2,1
