CAMIS,INSPECTION DATE,DBA,BORO,STREET,ZIPCODE,CUISINE,SCORE,GRADE,INSPECTION_TYPE,n_violations,n_critical
50102461,2025-04-23,BAJIBAJI,Manhattan,1 AVENUE,10003.0,Chinese,18.0,B,Cycle Inspection / Re-inspection,2,2
50106489,2025-02-03,BITES OF XI'AN,Manhattan,EAST   10 STREET,10003.0,Chinese,18.0,B,Cycle Inspection / Re-inspection,4,2
50107864,2025-08-20,GREAT WALL CHINESE RESTAURANT,Brooklyn,18 AVENUE,11214.0,Chinese,18.0,B,Cycle Inspection / Re-inspection,4,2
50108715,2023-03-08,JUFU GARDEN,Manhattan,EAST BROADWAY,10002.0,Chinese,18.0,B,Cycle Inspection / Re-inspection,5,2
50120701,2025-11-06,NEW CHEUN HING KITCHEN,Queens,101 AVENUE,11419.0,Chinese,18.0,B,Cycle Inspection / Re-inspection,4,3
50131039,2024-09-04,WING LUCK,Brooklyn,LIVONIA AVENUE,11212.0,Chinese,18.0,B,Cycle Inspection / Re-inspection,3,3
50135301,2023-09-06,RONGWANG RESTAURANT,Queens,ROOSEVELT AVENUE,11354.0,Chinese,18.0,B,Pre-permit (Operational) / Re-inspection,2,2
50137266,2025-07-17,RICE BIRD,Manhattan,EAST    9 STREET,10003.0,Chinese,18.0,B,Cycle Inspection / Re-inspection,4,2
50138024,2026-02-11,CHEN'S BROTHER CUISINE,Staten Island,WATER STREET,10304.0,Chinese,18.0,B,Cycle Inspection / Re-inspection,3,2
50143451,2024-02-26,JOY KITCHEN,Brooklyn,7 AVENUE,11215.0,Chinese,18.0,B,Pre-permit (Operational) / Re-inspection,4,2
50147081,2025-07-03,HIBACHI EXPRESS,Queens,ROCKAWAY BOULEVARD,11436.0,Chinese,18.0,B,Cycle Inspection / Re-inspection,4,3
50156341,2025-01-31,GREAT WALL RESTAURANT,Bronx,PUGSLEY AVENUE,10472.0,Chinese,18.0,B,Pre-permit (Operational) / Re-inspection,5,1
50160388,2025-02-24,LUCKY LY,Brooklyn,4 AVENUE,11220.0,Chinese,18.0,B,Pre-permit (Operational) / Re-inspection,3,2
50171793,2026-03-18,CARDIO BAKERY,Manhattan,DIVISION STREET,10002.0,Chinese,18.0,B,Pre-permit (Operational) / Re-inspection,2,2
50172854,2025-10-30,MING GARDEN CHEN,Queens,ROOSEVELT AVENUE,11368.0,Chinese,18.0,B,Pre-permit (Operational) / Re-inspection,4,2
40949905,2025-12-29,KA WAH BAKERY,Manhattan,ELDRIDGE STREET,10002.0,Chinese,17.0,B,Cycle Inspection / Re-inspection,4,2
41220219,2025-01-21,NEW PEKING RESTAURANT,Bronx,EAST  183 STREET,10453.0,Chinese,17.0,B,Cycle Inspection / Re-inspection,4,1
41431202,2024-11-20,FEITENG CHINESE TAKE OUT KITCHEN,Brooklyn,LORRAINE STREET,11231.0,Chinese,17.0,B,Cycle Inspection / Re-inspection,3,3
41712067,2025-03-18,SEASON RESTAURANT,Brooklyn,AVENUE U,11229.0,Chinese,17.0,B,Cycle Inspection / Re-inspection,3,1
50002395,2025-12-22,EMPIRE SZECHUAN VILLAGE,Staten Island,AMBOY ROAD,10312.0,Chinese,17.0,B,Cycle Inspection / Re-inspection,3,2
50011586,2022-12-01,EASTERN CHINESE RESTAURANT,Queens,BROADWAY,11106.0,Chinese,17.0,B,Cycle Inspection / Re-inspection,2,2
50018834,2025-07-09,SING SHENG KITCHEN,Queens,37 AVENUE,11372.0,Chinese,17.0,B,Cycle Inspection / Re-inspection,3,2
50047924,2024-08-15,XIN HI CHINESE BUFFETT,Bronx,BARTOW AVENUE,10475.0,Chinese,17.0,B,Cycle Inspection / Re-inspection,2,2
50056862,2024-04-03,LANZHOU RAMEN 107,Manhattan,EAST BROADWAY,10002.0,Chinese,17.0,B,Cycle Inspection / Re-inspection,3,1
50071593,2022-12-06,EXCELLENT TASTE,Bronx,WHITE PLAINS ROAD,10466.0,Chinese,17.0,B,Cycle Inspection / Re-inspection,3,1
50086652,2025-10-29,NEW YEE LI RESTAURANT,Brooklyn,FORT HAMILTON PARKWAY,11219.0,Chinese,17.0,B,Cycle Inspection / Re-inspection,4,3
50086736,2024-08-12,WIN PARKWAY,Brooklyn,BAY PARKWAY,11204.0,Chinese,17.0,B,Cycle Inspection / Re-inspection,5,2
50087764,2025-04-29,WIN HOU,Queens,153 AVENUE,11414.0,Chinese,17.0,B,Cycle Inspection / Re-inspection,6,3
50096141,2023-09-13,HUPO,Queens,50 AVENUE,11101.0,Chinese,17.0,B,Cycle Inspection / Re-inspection,3,2
50105679,2023-11-08,MILU,Manhattan,PARK AVENUE SOUTH,10010.0,Chinese,17.0,B,Cycle Inspection / Re-inspection,4,2
50107082,2023-01-03,XIN GOLDEN HING CHINESE RESTAURANT,Brooklyn,BEDFORD AVENUE,11216.0,Chinese,17.0,B,Cycle Inspection / Re-inspection,4,2
50108361,2024-08-30,SZECHUAN GOURMET,Manhattan,WEST   39 STREET,10018.0,Chinese,17.0,B,Cycle Inspection / Re-inspection,3,2
50115858,2025-01-16,FORTUNE HOUSE,Brooklyn,HENRY STREET,11201.0,Chinese,17.0,B,Cycle Inspection / Re-inspection,3,2
50120654,2025-06-04,LEE GOOD TASTE 88,Brooklyn,PITKIN AVENUE,11208.0,Chinese,17.0,B,Cycle Inspection / Re-inspection,6,3
50121988,2025-12-23,LN 1380,Queens,NORTHERN BLVD,11362.0,Chinese,17.0,B,Cycle Inspection / Re-inspection,3,2
50124440,2025-04-16,NEW CHINATOWN,Manhattan,3 AVENUE,10128.0,Chinese,17.0,B,Cycle Inspection / Re-inspection,3,3
50124769,2023-08-09,JADE BAKERY,Brooklyn,8 AVENUE,11220.0,Chinese,17.0,B,Pre-permit (Operational) / Re-inspection,4,3
50128781,2024-08-20,WOK WOK RESTAURANT,Bronx,EAST  208 STREET,10467.0,Chinese,17.0,B,Cycle Inspection / Re-inspection,4,3
50134090,2025-02-04,EMPIRE WOK,Bronx,CASTLE HILL AVENUE,10462.0,Chinese,17.0,B,Cycle Inspection / Re-inspection,3,2
50134359,2024-08-20,BAO & PANCAKE,Queens,KISSENA BOULEVARD,11355.0,Chinese,17.0,B,Cycle Inspection / Re-inspection,3,2
50134359,2026-01-05,BAO & PANCAKE,Queens,KISSENA BOULEVARD,11355.0,Chinese,17.0,B,Cycle Inspection / Re-inspection,3,2
50142531,2024-03-18,THE MEAT CORNER,Brooklyn,7 AVENUE,11220.0,Chinese,17.0,B,Pre-permit (Operational) / Re-inspection,3,2
50142568,2025-09-10,LILY'S,Manhattan,OLIVER STREET,10038.0,Chinese,17.0,B,Cycle Inspection / Re-inspection,2,2
50143600,2024-12-23,UNCLE NG'S RECIPE,Brooklyn,8 AVENUE,11220.0,Chinese,17.0,B,Cycle Inspection / Re-inspection,4,3
50150340,2025-01-28,HAPPY WORLD,Manhattan,SAINT NICHOLAS AVENUE,10033.0,Chinese,17.0,B,Pre-permit (Operational) / Re-inspection,3,2
50153629,2025-01-02,YA YA ROASTED,Staten Island,HYLAN BOULEVARD,10306.0,Chinese,17.0,B,Cycle Inspection / Re-inspection,3,2
50157562,2025-07-22,LOONG NOODLE,Manhattan,SAINT MARKS PLACE,10003.0,Chinese,17.0,B,Pre-permit (Operational) / Re-inspection,3,2
40537963,2023-11-06,NEW RUAN'S RESTAURANT,Brooklyn,86 STREET,11214.0,Chinese,16.0,B,Cycle Inspection / Re-inspection,3,2
40804049,2026-02-04,KRISTY'S RESTAURANT,Bronx,COURTLANDT AVENUE,10451.0,Chinese,16.0,B,Cycle Inspection / Re-inspection,4,2
41326196,2024-08-12,GOLDEN WOKS,Manhattan,CHRISTOPHER STREET,10014.0,Chinese,16.0,B,Cycle Inspection / Re-inspection,3,2
41444679,2023-01-30,FOO HING KITCHEN,Bronx,EAST  138 STREET,10454.0,Chinese,16.0,B,Cycle Inspection / Re-inspection,3,2
41681367,2023-07-12,JUMBO CHINESE KITCHEN,Queens,JAMAICA AVENUE,11418.0,Chinese,16.0,B,Cycle Inspection / Re-inspection,6,3
41701282,2023-01-09,NEW PEARL OF CHINA,Bronx,MIDDLETOWN ROAD,10461.0,Chinese,16.0,B,Cycle Inspection / Re-inspection,4,2
50009366,2026-04-20,GO BELIEVE BAKERY,Manhattan,GRAND STREET,10002.0,Chinese,16.0,B,Cycle Inspection / Re-inspection,3,2
50018314,2023-03-30,NEW GOLDEN EMPIRE CHINESE RESTAURANT,Manhattan,SAINT NICHOLAS AVENUE,10031.0,Chinese,16.0,B,Cycle Inspection / Re-inspection,4,3
50044549,2024-08-21,PANDA HOUSE,Brooklyn,CONDUIT BOULEVARD,11208.0,Chinese,16.0,B,Cycle Inspection / Re-inspection,3,2
50050400,2023-03-06,BEIJING,Queens,WOODWARD AVENUE,11385.0,Chinese,16.0,B,Cycle Inspection / Re-inspection,4,2
50071593,2024-08-20,EXCELLENT TASTE,Bronx,WHITE PLAINS ROAD,10466.0,Chinese,16.0,B,Cycle Inspection / Re-inspection,2,2
50074305,2025-01-13,NORTHERN KING DUMPLING,Queens,NORTHERN BOULEVARD,11354.0,Chinese,16.0,B,Cycle Inspection / Re-inspection,6,0
50082813,2025-09-16,WOK 88,Manhattan,3 AVENUE,10128.0,Chinese,16.0,B,Cycle Inspection / Re-inspection,5,2
50087453,2025-04-21,T & T RESTAURANT,Queens,KISSENA BOULEVARD,11355.0,Chinese,16.0,B,Cycle Inspection / Re-inspection,3,2
50099616,2022-12-27,WING YUM,Queens,JAMAICA AVENUE,11418.0,Chinese,16.0,B,Cycle Inspection / Re-inspection,4,2
50099645,2026-04-13,NEW YORK NOODLE KING (#22),Queens,ROOSEVELT AVENUE,11354.0,Chinese,16.0,B,Cycle Inspection / Re-inspection,4,2
50100671,2024-08-21,SONG BO YUAN,Manhattan,ELDRIDGE STREET,10002.0,Chinese,16.0,B,Cycle Inspection / Re-inspection,5,3
50102138,2021-12-09,NEW ZHONG HAN MIAN SHI (STE #30),Queens,ROOSEVELT AVENUE,11354.0,Chinese,16.0,B,Pre-permit (Operational) / Re-inspection,3,1
50107819,2023-10-18,HONG KONG,Queens,FOREST AVENUE,11385.0,Chinese,16.0,B,Cycle Inspection / Re-inspection,5,1
50109390,2024-11-23,OCEAN BAY,Queens,QUEENS BOULEVARD,11373.0,Chinese,16.0,B,Cycle Inspection / Re-inspection,3,2
50112864,2026-01-14,BAO HOUSE,Brooklyn,8 AVENUE,11220.0,Chinese,16.0,B,Cycle Inspection / Re-inspection,3,3
50116822,2023-03-30,NEW GARDEN,Bronx,WESTCHESTER AVENUE,10472.0,Chinese,16.0,B,Pre-permit (Operational) / Re-inspection,3,2
50117247,2024-04-25,BING & NOODLES BY CHOW HOUSE,Manhattan,SULLIVAN STREET,10012.0,Chinese,16.0,B,Cycle Inspection / Re-inspection,4,1
50118176,2024-03-14,YOZI,Brooklyn,8 AVENUE,11220.0,Chinese,16.0,B,Cycle Inspection / Re-inspection,2,2
50120701,2024-08-26,NEW CHEUN HING KITCHEN,Queens,101 AVENUE,11419.0,Chinese,16.0,B,Cycle Inspection / Re-inspection,4,3
50128687,2022-11-18,CHINA GOURMET,Manhattan,8 AVENUE,10019.0,Chinese,16.0,B,Pre-permit (Operational) / Re-inspection,4,2
50130525,2025-08-13,MIN JIANG MEI SHI,Brooklyn,7 AVENUE,11220.0,Chinese,16.0,B,Cycle Inspection / Re-inspection,3,2
50142830,2025-11-19,DRAGON 88,Manhattan,1 AVENUE,10128.0,Chinese,16.0,B,Cycle Inspection / Re-inspection,3,2
41459414,2026-04-15,NEW YUNG HONG,Bronx,WEST KINGSBRIDGE ROAD,10463.0,Chinese,15.0,B,Cycle Inspection / Re-inspection,2,2
41662362,2024-04-29,HAPPY GARDEN,Brooklyn,UTICA AVENUE,11213.0,Chinese,15.0,B,Cycle Inspection / Re-inspection,2,2
50007468,2024-05-07,TRIPLE 8 RESTAURANT,Bronx,EAST  152 STREET,10455.0,Chinese,15.0,B,Cycle Inspection / Re-inspection,2,1
50071314,2025-04-22,HANG CHOU,Manhattan,3 AVENUE,10035.0,Chinese,15.0,B,Cycle Inspection / Re-inspection,3,2
50076463,2024-03-26,TEN SECONDS,Queens,40 ROAD,11354.0,Chinese,15.0,B,Cycle Inspection / Re-inspection,2,2
50079025,2023-03-04,NO. 8 KITCHEN & BAR,Queens,FARRINGTON STREET,11354.0,Chinese,15.0,B,Cycle Inspection / Re-inspection,3,1
50088988,2023-08-31,CITY ONE,Manhattan,FREDERICK DOUGLASS BOULEVARD,,Chinese,15.0,B,Cycle Inspection / Re-inspection,5,3
50113423,2024-03-06,HAPPY GARDEN,Brooklyn,GRAHAM AVENUE,11206.0,Chinese,15.0,B,Cycle Inspection / Re-inspection,4,2
50116687,2024-04-26,No. 1 CHINESE,Staten Island,PORT RICHMOND AVENUE,10302.0,Chinese,15.0,B,Cycle Inspection / Re-inspection,2,2
50117973,2023-05-01,WANG WANG QUEENS,Queens,UNION STREET,11354.0,Chinese,15.0,B,Pre-permit (Operational) / Re-inspection,2,2
50129004,2024-11-25,NEW TASTE RESTAURANT INC,Queens,FLUSHING AVENUE,11378.0,Chinese,15.0,B,Cycle Inspection / Re-inspection,3,2
50145185,2025-11-12,ZOU JI LAN ZHOU RAMEN,Queens,DONGAN AVENUE,11373.0,Chinese,15.0,B,Cycle Inspection / Re-inspection,3,2
50145603,2024-03-28,CUIHUA KITCHEN,Brooklyn,86 STREET,11214.0,Chinese,15.0,B,Pre-permit (Operational) / Re-inspection,4,2
50145720,2025-05-20,ORIENTAL PALACE,Manhattan,MADISON AVENUE,10029.0,Chinese,15.0,B,Pre-permit (Operational) / Re-inspection,2,2
50146461,2025-12-04,KUNG FU TEA,Manhattan,WAVERLY PLACE,10003.0,Chinese,15.0,B,Cycle Inspection / Re-inspection,2,2
50033317,2023-10-16,DAI HING RESTAURANT,Queens,SUTPHIN BOULEVARD,11435.0,Chinese,14.0,B,Cycle Inspection / Re-inspection,4,1
50039250,2023-02-15,LIN'S GARDEN,Bronx,WHITE PLAINS ROAD,10466.0,Chinese,14.0,B,Cycle Inspection / Re-inspection,3,2
50045649,2025-09-16,KING GARDEN RESTAURANT,Manhattan,WEST  137 STREET,10037.0,Chinese,14.0,B,Cycle Inspection / Re-inspection,4,2
50055582,2025-02-28,CHINA STAR,Brooklyn,PENNSYLVANIA AVENUE,11239.0,Chinese,14.0,B,Cycle Inspection / Re-inspection,4,1
50073142,2023-01-12,NEW LONG RIVER,Brooklyn,5 AVENUE,11220.0,Chinese,14.0,B,Cycle Inspection / Re-inspection,3,2
50098364,2022-10-03,YUMMY YUMMY CHINESE,Queens,65 PLACE,11378.0,Chinese,14.0,B,Cycle Inspection / Re-inspection,3,2
50105635,2024-04-11,THE NOODLE,Manhattan,MALCOLM X BOULEVARD,10027.0,Chinese,14.0,B,Cycle Inspection / Re-inspection,3,2
50140747,2025-10-20,KING WOK,Manhattan,VARICK STREET,10014.0,Chinese,14.0,B,Cycle Inspection / Re-inspection,3,2
50143698,2025-12-15,MING WEI XUAN,Queens,MAIN STREET,11354.0,Chinese,14.0,B,Cycle Inspection / Re-inspection,3,2
50145133,2026-01-06,NEW ARPING,Manhattan,DIVISION STREET,10002.0,Chinese,14.0,B,Cycle Inspection / Re-inspection,2,2
50177659,2026-04-26,KING'S KITCHEN,Queens,MAIN STREET,11354.0,Chinese,14.0,B,Pre-permit (Operational) / Re-inspection,3,2
40400686,2026-03-12,PEKING DUCK HOUSE,Manhattan,EAST   53 STREET,10022.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,3,1
40536227,2024-04-29,JADE ISLAND RESTAURANT,Staten Island,RICHMOND AVENUE,10314.0,Chinese,13.0,A,Cycle Inspection / Re-inspection,3,2
40537963,2022-10-21,NEW RUAN'S RESTAURANT,Brooklyn,86 STREET,11214.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,3,1
40549443,2024-03-02,J.J. GARDEN,Queens,31 AVENUE,11370.0,Chinese,13.0,A,Cycle Inspection / Re-inspection,2,2
40549443,2026-03-25,J.J. GARDEN,Queens,31 AVENUE,11370.0,Chinese,13.0,A,Cycle Inspection / Re-inspection,2,2
40573101,2024-07-15,NEW WAH KITCHEN,Bronx,WESTCHESTER AVENUE,10472.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,3,1
40605862,2023-08-28,LICHEE NUT,Brooklyn,MONTAGUE STREET,11201.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,3,1
40610000,2024-07-11,HOP LEE KITCHEN,Brooklyn,MANHATTAN AVENUE,11222.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,3,1
40610000,2025-11-05,HOP LEE KITCHEN,Brooklyn,MANHATTAN AVENUE,11222.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,4,2
40659101,2024-01-04,LUCKY HOUSE CHINESE KITCHEN,Brooklyn,LEWIS AVENUE,,Chinese,13.0,A,Cycle Inspection / Initial Inspection,4,1
40762853,2024-02-15,GREAT N.Y. NOODLETOWN,Manhattan,BOWERY,10013.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,2,1
40762853,2025-09-19,GREAT N.Y. NOODLETOWN,Manhattan,BOWERY,10013.0,Chinese,13.0,A,Cycle Inspection / Re-inspection,3,1
40834713,2024-03-21,DIM SUM GO GO,Manhattan,EAST BROADWAY,10038.0,Chinese,13.0,A,Cycle Inspection / Re-inspection,3,1
40859971,2025-10-27,HONG CHEONG,Manhattan,FREDERICK DOUGLAS BOULEVARD,10027.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,3,1
40926286,2023-04-27,WHITE BEAR,Queens,ROOSEVELT AVENUE,11354.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,3,2
40962966,2025-08-20,JADE LINDEN RESTAURANT,Queens,LINDEN BOULEVARD,11414.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,3,1
40990299,2024-11-15,ELEGANT CHINESE RESTAURANT,Queens,HILLSIDE AVENUE,11427.0,Chinese,13.0,A,Cycle Inspection / Re-inspection,3,1
41030732,2024-08-28,SHUN FOOK CHINESE RESTAURANT,Queens,LEFFERTS BOULEVARD,11420.0,Chinese,13.0,A,Cycle Inspection / Re-inspection,3,1
41086843,2023-11-14,TIEN CHU CHINESE KITCHEN,Queens,LINDEN BOULEVARD,11412.0,Chinese,13.0,A,Cycle Inspection / Re-inspection,3,2
41086843,2025-07-25,TIEN CHU CHINESE KITCHEN,Queens,LINDEN BOULEVARD,11412.0,Chinese,13.0,A,Cycle Inspection / Re-inspection,3,1
41108006,2024-01-05,PEARL GARDEN CHINESE CUISINE,Queens,14 AVENUE,11357.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,3,1
41137336,2024-03-27,WAH FUNG 1 FAST FOOD,Manhattan,CHRYSTIE STREET,10002.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,3,1
41137336,2025-04-03,WAH FUNG 1 FAST FOOD,Manhattan,CHRYSTIE STREET,10002.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,2,1
41160885,2026-03-19,HOP LEE RESTAURANT,Manhattan,MOTT STREET,10013.0,Chinese,13.0,A,Cycle Inspection / Re-inspection,3,1
41217775,2023-10-30,S. WAN CAFE,Manhattan,ELDRIDGE STREET,10002.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,2,2
41217775,2025-03-31,S. WAN CAFE,Manhattan,ELDRIDGE STREET,10002.0,Chinese,13.0,A,Cycle Inspection / Re-inspection,2,2
41232290,2025-12-10,HONG CHEUNG RESTAURANT,Brooklyn,NEW LOTS AVENUE,11207.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,3,1
41232906,2026-01-02,SHANGHAI,Queens,SUTPHIN BOULEVARD,11435.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,3,1
41241023,2024-06-06,234 CHINA CITY,Brooklyn,KINGS HIGHWAY,11223.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,2,2
41245488,2024-01-11,FU SING RESTAURANT,Brooklyn,RALPH AVENUE,11236.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,3,1
41245488,2025-07-10,FU SING RESTAURANT,Brooklyn,RALPH AVENUE,11236.0,Chinese,13.0,A,Cycle Inspection / Re-inspection,3,1
41250025,2024-02-06,YUNG SUN SEAFOOD RESTAURANT,Manhattan,EAST BROADWAY,10002.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,2,2
41250025,2026-01-16,YUNG SUN SEAFOOD RESTAURANT,Manhattan,EAST BROADWAY,10002.0,Chinese,13.0,A,Cycle Inspection / Re-inspection,3,2
41265530,2023-04-13,MING WOK KITCHEN,Queens,A NORTHERN BOULEVARD,11372.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,2,2
41282827,2025-07-07,HAPPY GARDEN,Queens,30 AVENUE,11102.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,3,1
41304987,2025-12-23,KING'S WOK,Brooklyn,BEDFORD AVENUE,11216.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,3,1
41306859,2024-03-19,SUN WAH,Queens,36 AVENUE,11106.0,Chinese,13.0,A,Cycle Inspection / Re-inspection,3,2
41306859,2025-08-05,SUN WAH,Queens,36 AVENUE,11106.0,Chinese,13.0,A,Cycle Inspection / Re-inspection,5,2
41326196,2025-09-04,GOLDEN WOKS,Manhattan,CHRISTOPHER STREET,10014.0,Chinese,13.0,A,Cycle Inspection / Re-inspection,3,2
41338312,2025-06-17,KING GARDEN RESTAURANT,Manhattan,BROADWAY,10033.0,Chinese,13.0,A,Cycle Inspection / Re-inspection,5,2
41338312,2026-05-28,KING GARDEN RESTAURANT,Manhattan,BROADWAY,10033.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,3,1
41352978,2025-11-25,WONG WONG NOODLE SHOP,Brooklyn,8 AVENUE,11220.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,3,1
41372518,2024-04-17,SHUN FAT KITCHEN,Brooklyn,PITKIN AVENUE,11212.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,2,1
41373149,2023-06-12,CAROL'S BUN,Manhattan,EAST BROADWAY,10002.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,4,1
41373149,2025-01-13,CAROL'S BUN,Manhattan,EAST BROADWAY,10002.0,Chinese,13.0,A,Cycle Inspection / Re-inspection,4,1
41373149,2026-06-08,CAROL'S BUN,Manhattan,EAST BROADWAY,10002.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,2,1
41380245,2024-12-13,RED LOTUS BAKERY & CAFE,Queens,NORTHERN BOULEVARD,11362.0,Chinese,13.0,A,Cycle Inspection / Re-inspection,3,1
41385639,2025-07-17,BEST CHINESE RESTAURANT,Bronx,BOSTON ROAD,10475.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,3,2
41387014,2023-03-22,MALAY BAKERY,Brooklyn,NEW UTRECHT AVENUE,11228.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,3,1
41387014,2024-03-21,MALAY BAKERY,Brooklyn,NEW UTRECHT AVENUE,11228.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,4,1
41399316,2023-06-01,NEW KING DRAGON RESTAURANT,Bronx,RANDALL AVENUE,10473.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,2,2
41403608,2026-04-14,CHINA GARDEN,Queens,47 AVENUE,11104.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,2,1
41431202,2026-05-04,FEITENG CHINESE TAKE OUT KITCHEN,Brooklyn,LORRAINE STREET,11231.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,4,1
41433265,2023-04-30,WA JEAL,Manhattan,2 AVENUE,10028.0,Chinese,13.0,A,Cycle Inspection / Re-inspection,4,1
41433265,2025-01-02,WA JEAL,Manhattan,2 AVENUE,10028.0,Chinese,13.0,A,Cycle Inspection / Re-inspection,4,1
41450634,2023-05-17,YUNG HSIN RESTAURANT,Bronx,BEACH AVENUE,,Chinese,13.0,A,Cycle Inspection / Initial Inspection,4,1
41451863,2023-06-21,LUCKY STAR,Queens,JUNCTION BOULEVARD,11372.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,3,2
41457638,2025-08-29,FINEST DUMPLING RESTAURANT,Manhattan,HENRY STREET,10002.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,3,1
41463780,2022-05-16,CHAN'S VILLAGE,Bronx,METROPOLITAN AVENUE,10462.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,2,2
41463780,2025-01-07,CHAN'S VILLAGE,Bronx,METROPOLITAN AVENUE,10462.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,2,2
41469854,2022-11-15,CHINA PAGODA,Brooklyn,5 AVENUE,11209.0,Chinese,13.0,A,Cycle Inspection / Re-inspection,2,1
41469854,2025-07-22,CHINA PAGODA,Brooklyn,5 AVENUE,11209.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,2,1
41473969,2024-09-05,BUTTERFLIES CHINESE FOOD,Queens,GUY BREWER BOULEVARD,11434.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,3,1
41475669,2024-12-11,KING WOK KITCHEN,Queens,ASCAN AVENUE,11375.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,2,2
41490406,2025-12-23,KING HOUSE,Bronx,WESTCHESTER AVENUE,10461.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,2,2
41498672,2018-06-22,LEE CHUNG CAFE,Manhattan,MADISON STREET,10002.0,Chinese,13.0,A,Cycle Inspection / Re-inspection,3,2
41498672,2019-05-23,LEE CHUNG CAFE,Manhattan,MADISON STREET,10002.0,Chinese,13.0,A,Cycle Inspection / Re-inspection,3,1
41505687,2023-06-05,CHINA KING RESTAURANT,Bronx,CASTLE HILL AVENUE,10462.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,4,1
41513849,2026-02-17,GRAND GREAT WALL RESTAURANT INC,Manhattan,AMSTERDAM AVENUE,10031.0,Chinese,13.0,A,Cycle Inspection / Re-inspection,3,1
41514706,2024-08-19,FRIED DUMPLING JIE JIE SHENG,Queens,UNION STREET,11354.0,Chinese,13.0,A,Cycle Inspection / Re-inspection,2,2
41514706,2025-12-18,FRIED DUMPLING JIE JIE SHENG,Queens,UNION STREET,11354.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,3,1
41528976,2025-10-08,FAMILY KITCHEN,Brooklyn,FOSTER AVENUE,11230.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,2,2
41529719,2024-04-08,WING HUA II,Brooklyn,CHURCH AVENUE,11218.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,4,1
41537020,2025-12-16,NEW KIM TUONG,Manhattan,CHRYSTIE STREET,10002.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,3,1
41543738,2024-08-12,NEW DYNASTY,Manhattan,8 AVENUE,10001.0,Chinese,13.0,A,Cycle Inspection / Re-inspection,4,2
41543738,2025-08-12,NEW DYNASTY,Manhattan,8 AVENUE,10001.0,Chinese,13.0,A,Cycle Inspection / Re-inspection,2,2
41547604,2024-09-13,FENG'S GARDEN,Queens,QUEENS BOULEVARD,11375.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,3,1
41563682,2023-03-15,H.K WONTON GARDEN,Manhattan,MULBERRY STREET,10013.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,2,2
41563682,2024-06-25,H.K WONTON GARDEN,Manhattan,MULBERRY STREET,10013.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,4,1
41563809,2025-03-06,WING WAH,Manhattan,1 AVENUE,10035.0,Chinese,13.0,A,Cycle Inspection / Initial Inspection,2,1
